income_line_id,household_id,owner,source_type,frequency,net_or_gross,amount_annualized
HH007175_I1,HH007175,client_1,social_security,monthly,gross,89875.87
HH007176_I1,HH007176,joint,rental_income,quarterly,gross,6694.3
HH007176_I2,HH007176,client_2,pension_income,monthly,gross,50982.11
HH007177_I1,HH007177,client_1,interest_dividends,monthly,gross,51235.34
HH007177_I2,HH007177,client_1,bonus,monthly,gross,18903.49
HH007177_I3,HH007177,client_1,social_security,ad_hoc,gross,93069.17
HH007178_I1,HH007178,client_1,social_security,ad_hoc,gross,56617.78
HH007179_I1,HH007179,joint,social_security,monthly,gross,6324.73
HH007179_I2,HH007179,client_1,bonus,monthly,gross,40560.66
HH007180_I1,HH007180,client_2,pension_income,monthly,gross,15990.96
HH007180_I2,HH007180,client_1,business_income,monthly,gross,17375.37
HH007180_I3,HH007180,client_2,salary,monthly,gross,6498.72
HH007180_I4,HH007180,client_1,social_security,monthly,gross,797.95
HH007181_I1,HH007181,client_2,bonus,monthly,gross,53285.65
HH007182_I1,HH007182,client_1,rental_income,monthly,gross,44000.47
HH007183_I1,HH007183,client_2,social_security,monthly,gross,11147.98
HH007183_I2,HH007183,client_1,business_income,monthly,gross,42223.64
HH007184_I1,HH007184,client_2,social_security,monthly,gross,14565.59
HH007184_I2,HH007184,client_1,business_income,ad_hoc,gross,36550.94
HH007185_I1,HH007185,joint,business_income,monthly,gross,21799.07
HH007185_I2,HH007185,client_1,interest_dividends,monthly,gross,35327.98
HH007186_I1,HH007186,client_1,social_security,monthly,gross,4162.18
HH007186_I2,HH007186,client_2,business_income,monthly,gross,6113.05
HH007186_I3,HH007186,client_2,business_income,weekly,gross,7875.16
HH007186_I4,HH007186,client_1,pension_income,monthly,gross,651.75
HH007187_I1,HH007187,client_1,interest_dividends,weekly,gross,51624.47
HH007188_I1,HH007188,client_1,pension_income,annual,gross,4118.39
HH007188_I2,HH007188,client_1,business_income,ad_hoc,gross,34761.16
HH007189_I1,HH007189,joint,interest_dividends,weekly,gross,36324.9
HH007189_I2,HH007189,client_2,salary,quarterly,gross,33615.55
HH007189_I3,HH007189,client_1,social_security,monthly,gross,23895.22
HH007190_I1,HH007190,client_1,rental_income,quarterly,gross,11331.73
HH007190_I2,HH007190,client_2,business_income,monthly,gross,26523.1
HH007190_I3,HH007190,client_1,interest_dividends,monthly,gross,9920.04
HH007190_I4,HH007190,client_1,business_income,monthly,gross,13560.41
HH007191_I1,HH007191,client_1,social_security,monthly,gross,17131.24
HH007191_I2,HH007191,client_2,pension_income,quarterly,gross,62066.39
HH007192_I1,HH007192,client_1,interest_dividends,monthly,gross,163208.0
HH007193_I1,HH007193,client_1,salary,weekly,gross,58847.93
HH007194_I1,HH007194,client_1,social_security,monthly,gross,23057.41
HH007194_I2,HH007194,client_2,rental_income,annual,gross,45312.14
HH007195_I1,HH007195,client_1,bonus,quarterly,gross,69059.57
HH007196_I1,HH007196,joint,bonus,monthly,gross,142810.46
HH007197_I1,HH007197,client_1,pension_income,weekly,gross,56620.37
HH007197_I2,HH007197,client_1,interest_dividends,monthly,gross,116700.48
HH007198_I1,HH007198,client_2,salary,monthly,gross,60721.73
HH007199_I1,HH007199,client_1,business_income,monthly,gross,26566.94
HH007199_I2,HH007199,client_1,social_security,annual,gross,119463.11
HH007200_I1,HH007200,client_1,salary,monthly,gross,82958.38
HH007200_I2,HH007200,joint,interest_dividends,monthly,gross,163741.34
HH007201_I1,HH007201,client_1,business_income,weekly,gross,68265.38
HH007202_I1,HH007202,client_1,business_income,monthly,gross,152475.01
HH007203_I1,HH007203,client_2,pension_income,annual,gross,6607.72
HH007203_I2,HH007203,client_1,bonus,monthly,gross,13472.41
HH007203_I3,HH007203,joint,pension_income,monthly,gross,14120.59
HH007204_I1,HH007204,client_2,rental_income,monthly,gross,9578.13
HH007204_I2,HH007204,client_1,social_security,monthly,gross,43500.09
HH007204_I3,HH007204,client_2,rental_income,annual,gross,25634.14
HH007204_I4,HH007204,client_1,pension_income,ad_hoc,gross,11083.44
HH007204_I5,HH007204,client_2,social_security,monthly,gross,13482.14
HH007204_I6,HH007204,client_1,bonus,monthly,gross,0.0
HH007204_I7,HH007204,client_2,interest_dividends,weekly,gross,0.0
HH007205_I1,HH007205,client_1,salary,weekly,gross,36903.17
HH007205_I2,HH007205,client_1,pension_income,monthly,gross,94889.65
HH007206_I1,HH007206,client_2,bonus,monthly,gross,69817.4
HH007206_I2,HH007206,client_1,business_income,annual,gross,167061.44
HH007207_I1,HH007207,client_2,social_security,monthly,gross,5485.04
HH007207_I2,HH007207,client_1,salary,weekly,gross,17763.2
HH007207_I3,HH007207,client_1,salary,monthly,gross,7915.94
HH007207_I4,HH007207,client_1,rental_income,quarterly,gross,16649.65
HH007207_I5,HH007207,client_1,salary,monthly,gross,11108.26
HH007208_I1,HH007208,client_1,interest_dividends,monthly,gross,44901.31
HH007208_I2,HH007208,client_1,business_income,monthly,gross,32085.63
HH007208_I3,HH007208,client_1,rental_income,monthly,gross,24846.76
HH007209_I1,HH007209,client_1,business_income,monthly,gross,42652.51
HH007209_I2,HH007209,client_1,salary,monthly,gross,59947.4
HH007210_I1,HH007210,client_2,business_income,monthly,gross,3979.42
HH007210_I2,HH007210,client_1,interest_dividends,monthly,gross,3173.66
HH007210_I3,HH007210,client_2,bonus,monthly,gross,5309.05
HH007211_I1,HH007211,client_2,rental_income,monthly,gross,39027.78
HH007212_I1,HH007212,client_1,social_security,monthly,gross,22330.06
HH007212_I2,HH007212,joint,bonus,annual,gross,25077.55
HH007212_I3,HH007212,client_1,bonus,annual,gross,64211.33
HH007212_I4,HH007212,client_1,bonus,weekly,gross,51589.06
HH007213_I1,HH007213,client_2,bonus,monthly,gross,163208.0
HH007214_I1,HH007214,client_2,rental_income,monthly,gross,7578.89
HH007214_I2,HH007214,client_1,salary,annual,gross,15187.85
HH007215_I1,HH007215,client_1,interest_dividends,monthly,gross,34364.76
HH007216_I1,HH007216,client_1,salary,annual,gross,1053.4
HH007216_I2,HH007216,joint,salary,monthly,gross,10234.24
HH007217_I1,HH007217,joint,bonus,monthly,gross,16346.39
HH007217_I2,HH007217,client_1,salary,monthly,gross,23948.34
HH007218_I1,HH007218,client_1,pension_income,weekly,gross,51440.43
HH007219_I1,HH007219,client_1,social_security,weekly,gross,5181.71
HH007219_I2,HH007219,client_2,bonus,annual,gross,15931.66
HH007219_I3,HH007219,client_1,salary,monthly,gross,18029.58
HH007220_I1,HH007220,client_1,pension_income,monthly,gross,6607.38
HH007220_I2,HH007220,client_1,pension_income,monthly,gross,13579.99
HH007220_I3,HH007220,client_2,salary,monthly,gross,11834.25
HH007221_I1,HH007221,client_1,interest_dividends,ad_hoc,gross,2262.7
HH007221_I2,HH007221,client_1,rental_income,ad_hoc,gross,22159.76
HH007222_I1,HH007222,client_1,bonus,ad_hoc,gross,27003.12
HH007222_I2,HH007222,client_2,business_income,weekly,gross,17957.94
HH007222_I3,HH007222,client_1,business_income,monthly,gross,19776.7
HH007222_I4,HH007222,client_1,business_income,monthly,gross,5048.67
HH007223_I1,HH007223,client_2,interest_dividends,annual,gross,40286.75
HH007223_I2,HH007223,client_1,pension_income,monthly,gross,115126.57
HH007224_I1,HH007224,client_1,rental_income,weekly,gross,2875.68
HH007225_I1,HH007225,client_1,pension_income,monthly,gross,26142.4
HH007225_I2,HH007225,client_2,business_income,ad_hoc,gross,38308.77
HH007225_I3,HH007225,client_1,bonus,monthly,gross,44167.32
HH007225_I4,HH007225,client_1,bonus,monthly,gross,54589.52
HH007225_I5,HH007225,client_1,business_income,ad_hoc,gross,0.0
HH007226_I1,HH007226,client_1,bonus,monthly,gross,5817.77
HH007226_I2,HH007226,client_1,pension_income,ad_hoc,gross,8734.93
HH007227_I1,HH007227,client_2,salary,monthly,gross,21344.11
HH007227_I2,HH007227,client_1,pension_income,quarterly,gross,69497.01
HH007227_I3,HH007227,client_2,business_income,annual,gross,78354.71
HH007227_I4,HH007227,client_1,bonus,quarterly,gross,11418.49
HH007227_I5,HH007227,client_1,rental_income,quarterly,gross,0.0
HH007228_I1,HH007228,client_1,rental_income,monthly,gross,112272.63
HH007229_I1,HH007229,client_2,salary,annual,gross,4217.25
HH007229_I2,HH007229,client_1,social_security,quarterly,gross,1864.96
HH007229_I3,HH007229,client_1,bonus,weekly,gross,5874.7
HH007230_I1,HH007230,client_1,pension_income,monthly,gross,15782.68
HH007230_I2,HH007230,client_1,business_income,annual,gross,24050.42
HH007230_I3,HH007230,client_2,business_income,monthly,gross,42518.07
HH007231_I1,HH007231,joint,social_security,weekly,gross,64563.88
HH007232_I1,HH007232,client_1,rental_income,monthly,gross,27033.89
HH007232_I2,HH007232,client_1,salary,monthly,gross,136174.11
HH007233_I1,HH007233,client_1,pension_income,weekly,gross,33931.88
HH007233_I2,HH007233,client_1,interest_dividends,monthly,gross,90005.32
HH007234_I1,HH007234,joint,business_income,annual,gross,13034.56
HH007234_I2,HH007234,client_1,social_security,monthly,gross,27865.21
HH007235_I1,HH007235,client_1,salary,monthly,gross,9030.37
HH007235_I2,HH007235,client_1,social_security,annual,gross,18576.66
HH007235_I3,HH007235,client_2,social_security,weekly,gross,12989.71
HH007235_I4,HH007235,client_1,salary,ad_hoc,gross,27890.27
HH007236_I1,HH007236,client_1,interest_dividends,annual,gross,9936.31
HH007236_I2,HH007236,client_1,interest_dividends,monthly,gross,8314.54
HH007236_I3,HH007236,client_1,interest_dividends,monthly,gross,6397.28
HH007237_I1,HH007237,client_1,business_income,monthly,gross,71092.22
HH007237_I2,HH007237,client_1,social_security,monthly,gross,71098.04
HH007237_I3,HH007237,client_1,social_security,weekly,gross,21017.73
HH007238_I1,HH007238,client_1,pension_income,monthly,gross,38093.3
HH007239_I1,HH007239,client_2,social_security,monthly,gross,4504.21
HH007239_I2,HH007239,client_1,rental_income,annual,gross,8694.99
HH007239_I3,HH007239,client_2,salary,monthly,gross,5087.14
HH007239_I4,HH007239,client_2,salary,ad_hoc,gross,7350.68
HH007240_I1,HH007240,joint,pension_income,monthly,gross,6841.85
HH007240_I2,HH007240,client_1,business_income,monthly,gross,8460.78
HH007241_I1,HH007241,client_1,rental_income,monthly,gross,121111.97
HH007242_I1,HH007242,client_1,social_security,monthly,gross,146774.42
HH007243_I1,HH007243,client_1,salary,monthly,gross,35638.3
HH007243_I2,HH007243,client_1,bonus,monthly,gross,11654.9
HH007243_I3,HH007243,client_1,bonus,weekly,gross,77159.22
HH007244_I1,HH007244,client_2,business_income,monthly,gross,38741.87
HH007245_I1,HH007245,client_1,social_security,monthly,gross,30906.85
HH007245_I2,HH007245,client_1,bonus,monthly,gross,18599.94
HH007245_I3,HH007245,client_1,pension_income,monthly,gross,40830.78
HH007246_I1,HH007246,client_1,social_security,monthly,gross,114123.83
HH007246_I2,HH007246,client_1,interest_dividends,monthly,gross,156752.78
HH007247_I1,HH007247,client_1,bonus,monthly,gross,7471.51
HH007247_I2,HH007247,client_1,business_income,quarterly,gross,8349.9
HH007247_I3,HH007247,client_1,pension_income,monthly,gross,9251.83
HH007248_I1,HH007248,client_1,social_security,monthly,gross,20909.41
HH007248_I2,HH007248,client_1,rental_income,monthly,gross,27392.18
HH007248_I3,HH007248,client_2,pension_income,monthly,gross,18219.81
HH007248_I4,HH007248,client_1,interest_dividends,quarterly,gross,62423.77
HH007248_I5,HH007248,client_1,business_income,monthly,gross,17739.31
HH007249_I1,HH007249,client_2,bonus,annual,gross,88438.9
HH007250_I1,HH007250,client_1,salary,monthly,gross,185550.48
HH007251_I1,HH007251,client_1,pension_income,monthly,gross,4934.27
HH007251_I2,HH007251,client_1,bonus,ad_hoc,gross,16944.83
HH007252_I1,HH007252,client_1,business_income,annual,gross,3247.19
HH007252_I2,HH007252,client_1,interest_dividends,monthly,gross,6898.4
HH007252_I3,HH007252,joint,business_income,monthly,gross,6527.59
HH007253_I1,HH007253,client_1,interest_dividends,ad_hoc,gross,59967.47
HH007253_I2,HH007253,client_1,interest_dividends,monthly,gross,117568.92
HH007254_I1,HH007254,client_2,pension_income,monthly,gross,2035.79
HH007254_I2,HH007254,client_1,interest_dividends,monthly,gross,995.55
HH007254_I3,HH007254,client_1,bonus,monthly,gross,6174.33
HH007255_I1,HH007255,client_1,salary,monthly,gross,11619.65
HH007255_I2,HH007255,client_1,salary,monthly,gross,17199.52
HH007256_I1,HH007256,client_2,business_income,quarterly,gross,30951.93
HH007257_I1,HH007257,client_1,interest_dividends,monthly,gross,53390.17
HH007257_I2,HH007257,client_2,social_security,monthly,gross,155025.66
HH007258_I1,HH007258,client_1,rental_income,annual,gross,5201.05
HH007258_I2,HH007258,joint,pension_income,monthly,gross,3411.38
HH007258_I3,HH007258,client_1,salary,annual,gross,4488.38
HH007258_I4,HH007258,client_1,pension_income,annual,gross,4942.91
HH007259_I1,HH007259,client_1,rental_income,ad_hoc,gross,77735.29
HH007260_I1,HH007260,client_2,salary,ad_hoc,gross,228802.14
HH007261_I1,HH007261,client_1,pension_income,monthly,gross,36146.45
HH007261_I2,HH007261,joint,interest_dividends,monthly,gross,40122.45
HH007261_I3,HH007261,client_1,business_income,monthly,gross,25005.91
HH007261_I4,HH007261,client_1,pension_income,monthly,gross,69203.11
HH007261_I5,HH007261,client_1,bonus,monthly,gross,23137.44
HH007262_I1,HH007262,client_1,rental_income,monthly,gross,175027.92
HH007263_I1,HH007263,joint,interest_dividends,quarterly,gross,28515.23
HH007263_I2,HH007263,client_1,interest_dividends,ad_hoc,gross,38210.87
HH007264_I1,HH007264,client_1,interest_dividends,monthly,gross,191251.47
HH007265_I1,HH007265,client_1,interest_dividends,annual,gross,27348.53
HH007265_I2,HH007265,client_1,business_income,weekly,gross,43038.54
HH007265_I3,HH007265,joint,social_security,weekly,gross,12560.89
HH007265_I4,HH007265,client_1,rental_income,weekly,gross,17679.03
HH007265_I5,HH007265,joint,social_security,monthly,gross,25010.77
HH007266_I1,HH007266,client_1,social_security,monthly,gross,57261.73
HH007266_I2,HH007266,joint,bonus,monthly,gross,169664.43
HH007267_I1,HH007267,client_1,social_security,ad_hoc,gross,15078.91
HH007267_I2,HH007267,client_1,bonus,ad_hoc,gross,148129.09
HH007268_I1,HH007268,client_2,salary,quarterly,gross,56798.89
HH007269_I1,HH007269,client_2,business_income,quarterly,gross,2437.92
HH007269_I2,HH007269,client_1,social_security,monthly,gross,2782.03
HH007269_I3,HH007269,client_2,interest_dividends,annual,gross,2546.81
HH007270_I1,HH007270,client_1,interest_dividends,monthly,gross,2108.09
HH007270_I2,HH007270,client_2,bonus,quarterly,gross,7366.03
HH007271_I1,HH007271,client_1,social_security,monthly,gross,62542.66
HH007271_I2,HH007271,client_2,pension_income,monthly,gross,76736.97
HH007272_I1,HH007272,client_1,salary,monthly,gross,10465.0
HH007272_I2,HH007272,client_1,business_income,ad_hoc,gross,45250.65
HH007272_I3,HH007272,client_1,interest_dividends,annual,gross,20771.8
HH007272_I4,HH007272,client_1,pension_income,monthly,gross,45676.18
HH007273_I1,HH007273,client_1,social_security,monthly,gross,87950.05
HH007273_I2,HH007273,client_1,bonus,ad_hoc,gross,144350.0
HH007274_I1,HH007274,client_2,interest_dividends,monthly,gross,2101.48
HH007274_I2,HH007274,client_1,pension_income,weekly,gross,7660.54
HH007275_I1,HH007275,client_1,rental_income,monthly,gross,92783.28
HH007276_I1,HH007276,client_1,rental_income,monthly,gross,69625.6
HH007277_I1,HH007277,client_1,pension_income,monthly,gross,42822.83
HH007277_I2,HH007277,client_1,rental_income,monthly,gross,16196.64
HH007277_I3,HH007277,joint,rental_income,weekly,gross,66437.24
HH007277_I4,HH007277,joint,bonus,quarterly,gross,37751.29
HH007278_I1,HH007278,client_2,salary,monthly,gross,209360.0
HH007279_I1,HH007279,client_1,salary,monthly,gross,160075.99
HH007280_I1,HH007280,client_1,salary,monthly,gross,4696.87
HH007280_I2,HH007280,client_1,salary,monthly,gross,34919.21
HH007281_I1,HH007281,client_1,interest_dividends,monthly,gross,22211.69
HH007281_I2,HH007281,client_1,business_income,monthly,gross,18499.47
HH007281_I3,HH007281,joint,pension_income,monthly,gross,44366.29
HH007282_I1,HH007282,client_1,salary,weekly,gross,41641.15
HH007282_I2,HH007282,client_1,interest_dividends,monthly,gross,83130.64
HH007283_I1,HH007283,client_1,social_security,monthly,gross,18973.51
HH007284_I1,HH007284,client_1,bonus,monthly,gross,41686.19
HH007284_I2,HH007284,client_1,rental_income,monthly,gross,12917.77
HH007284_I3,HH007284,client_1,bonus,quarterly,gross,38463.24
HH007285_I1,HH007285,client_2,business_income,monthly,gross,74740.82
HH007285_I2,HH007285,client_2,salary,annual,gross,132340.45
HH007286_I1,HH007286,client_1,rental_income,weekly,gross,18069.59
HH007286_I2,HH007286,client_1,social_security,annual,gross,22884.7
HH007286_I3,HH007286,client_2,social_security,annual,gross,44825.31
HH007287_I1,HH007287,client_1,pension_income,monthly,gross,3381.32
HH007287_I2,HH007287,client_1,salary,monthly,gross,10891.31
HH007287_I3,HH007287,client_1,bonus,weekly,gross,11593.34
HH007287_I4,HH007287,client_2,business_income,monthly,gross,7253.62
HH007287_I5,HH007287,client_1,social_security,monthly,gross,0.0
HH007288_I1,HH007288,client_1,interest_dividends,quarterly,gross,26420.63
HH007288_I2,HH007288,client_2,rental_income,monthly,gross,33688.49
HH007288_I3,HH007288,client_1,bonus,monthly,gross,62518.11
HH007289_I1,HH007289,client_1,salary,monthly,gross,68164.05
HH007289_I2,HH007289,client_1,bonus,monthly,gross,41621.75
HH007289_I3,HH007289,client_1,interest_dividends,annual,gross,53422.2
HH007289_I4,HH007289,client_1,salary,annual,gross,0.0
HH007289_I5,HH007289,client_1,pension_income,monthly,gross,0.0
HH007290_I1,HH007290,client_1,rental_income,monthly,gross,65549.26
HH007291_I1,HH007291,client_2,rental_income,monthly,gross,10583.75
HH007291_I2,HH007291,client_1,interest_dividends,monthly,gross,28076.45
HH007291_I3,HH007291,client_1,pension_income,monthly,gross,56653.09
HH007292_I1,HH007292,client_2,rental_income,annual,gross,3449.08
HH007292_I2,HH007292,client_1,rental_income,monthly,gross,9573.93
HH007292_I3,HH007292,client_2,bonus,weekly,gross,14638.52
HH007293_I1,HH007293,client_2,salary,monthly,gross,36900.31
HH007293_I2,HH007293,client_1,salary,monthly,gross,126307.69
HH007294_I1,HH007294,client_1,bonus,quarterly,gross,8008.39
HH007294_I2,HH007294,client_1,salary,monthly,gross,6854.76
HH007294_I3,HH007294,client_1,business_income,monthly,gross,3991.01
HH007295_I1,HH007295,joint,salary,monthly,gross,13612.52
HH007295_I2,HH007295,client_2,salary,quarterly,gross,27205.22
HH007296_I1,HH007296,client_1,pension_income,monthly,gross,763.45
HH007296_I2,HH007296,client_1,business_income,weekly,gross,1431.11
HH007296_I3,HH007296,client_1,salary,monthly,gross,2156.28
HH007297_I1,HH007297,client_1,interest_dividends,monthly,gross,162791.35
HH007298_I1,HH007298,client_1,interest_dividends,ad_hoc,gross,139038.38
HH007299_I1,HH007299,joint,rental_income,quarterly,gross,101150.29
HH007300_I1,HH007300,client_1,pension_income,monthly,gross,94924.57
HH007301_I1,HH007301,client_1,social_security,weekly,gross,2083.84
HH007301_I2,HH007301,client_2,business_income,ad_hoc,gross,3332.31
HH007302_I1,HH007302,client_2,social_security,annual,gross,37801.49
HH007302_I2,HH007302,client_1,salary,monthly,gross,43395.48
HH007302_I3,HH007302,joint,salary,weekly,gross,23416.37
HH007302_I4,HH007302,joint,social_security,monthly,gross,14697.86
HH007302_I5,HH007302,client_1,pension_income,weekly,gross,15814.81
HH007303_I1,HH007303,client_1,interest_dividends,quarterly,gross,12859.0
HH007303_I2,HH007303,client_1,social_security,monthly,gross,13351.62
HH007303_I3,HH007303,client_2,rental_income,annual,gross,6625.21
HH007303_I4,HH007303,client_1,bonus,monthly,gross,0.0
HH007304_I1,HH007304,client_1,rental_income,monthly,gross,19779.27
HH007304_I2,HH007304,client_1,bonus,monthly,gross,8879.03
HH007304_I3,HH007304,client_1,business_income,monthly,gross,6601.42
HH007304_I4,HH007304,client_1,salary,monthly,gross,19385.54
HH007304_I5,HH007304,client_1,salary,quarterly,gross,10004.13
HH007305_I1,HH007305,client_2,social_security,monthly,gross,36672.96
HH007306_I1,HH007306,client_2,rental_income,annual,gross,36112.66
HH007306_I2,HH007306,client_1,rental_income,monthly,gross,64221.15
HH007306_I3,HH007306,client_2,interest_dividends,ad_hoc,gross,39335.77
HH007306_I4,HH007306,client_1,business_income,weekly,gross,11453.58
HH007307_I1,HH007307,joint,rental_income,monthly,gross,2504.52
HH007307_I2,HH007307,joint,interest_dividends,monthly,gross,22530.39
HH007308_I1,HH007308,client_1,bonus,ad_hoc,gross,2241.64
HH007308_I2,HH007308,client_1,bonus,monthly,gross,4374.75
HH007309_I1,HH007309,client_1,interest_dividends,monthly,gross,51002.24
HH007309_I2,HH007309,client_2,rental_income,annual,gross,19984.59
HH007309_I3,HH007309,client_1,salary,monthly,gross,55729.2
HH007309_I4,HH007309,client_2,salary,monthly,gross,36491.97
HH007310_I1,HH007310,client_1,salary,monthly,gross,23848.02
HH007311_I1,HH007311,client_1,rental_income,monthly,gross,9308.67
HH007311_I2,HH007311,client_1,pension_income,monthly,gross,9435.34
HH007311_I3,HH007311,client_1,rental_income,weekly,gross,6938.64
HH007311_I4,HH007311,client_2,bonus,monthly,gross,35272.93
HH007312_I1,HH007312,client_2,business_income,monthly,gross,8714.01
HH007312_I2,HH007312,joint,social_security,monthly,gross,7895.35
HH007312_I3,HH007312,client_1,social_security,annual,gross,20546.77
HH007313_I1,HH007313,client_2,bonus,monthly,gross,46164.52
HH007313_I2,HH007313,joint,social_security,monthly,gross,70622.94
HH007313_I3,HH007313,client_1,bonus,monthly,gross,106779.52
HH007314_I1,HH007314,client_1,bonus,monthly,gross,36477.1
HH007314_I2,HH007314,client_1,interest_dividends,ad_hoc,gross,57525.95
HH007314_I3,HH007314,client_1,business_income,monthly,gross,81565.32
HH007315_I1,HH007315,client_2,salary,weekly,gross,163208.0
HH007316_I1,HH007316,client_1,salary,monthly,gross,31387.67
HH007316_I2,HH007316,client_1,pension_income,quarterly,gross,53971.24
HH007316_I3,HH007316,client_1,bonus,monthly,gross,32661.87
HH007316_I4,HH007316,client_2,rental_income,monthly,gross,43873.65
HH007317_I1,HH007317,client_1,salary,monthly,gross,10145.19
HH007317_I2,HH007317,client_1,salary,quarterly,gross,21128.42
HH007318_I1,HH007318,client_1,business_income,monthly,gross,14694.28
HH007318_I2,HH007318,client_1,social_security,weekly,gross,157918.19
HH007319_I1,HH007319,client_1,bonus,monthly,gross,19232.93
HH007319_I2,HH007319,client_1,business_income,monthly,gross,18911.37
HH007319_I3,HH007319,client_1,salary,monthly,gross,42417.12
HH007320_I1,HH007320,client_1,rental_income,monthly,gross,358141.46
HH007320_I2,HH007320,client_2,pension_income,monthly,gross,340685.09
HH007320_I3,HH007320,client_1,rental_income,monthly,gross,159682.02
HH007321_I1,HH007321,client_1,interest_dividends,quarterly,gross,57888.23
HH007321_I2,HH007321,client_1,bonus,quarterly,gross,36579.39
HH007321_I3,HH007321,client_2,rental_income,annual,gross,68740.38
HH007322_I1,HH007322,client_1,pension_income,monthly,gross,21449.44
HH007323_I1,HH007323,joint,business_income,monthly,gross,7262.36
HH007323_I2,HH007323,client_2,interest_dividends,monthly,gross,20791.75
HH007323_I3,HH007323,client_1,business_income,monthly,gross,41605.74
HH007324_I1,HH007324,client_1,bonus,monthly,gross,3540.78
HH007324_I2,HH007324,client_2,social_security,annual,gross,5771.68
HH007325_I1,HH007325,client_1,rental_income,quarterly,gross,41642.18
HH007325_I2,HH007325,client_1,pension_income,monthly,gross,16925.41
HH007325_I3,HH007325,client_1,salary,quarterly,gross,20265.96
HH007325_I4,HH007325,client_1,pension_income,monthly,gross,23556.34
HH007325_I5,HH007325,client_1,bonus,monthly,gross,0.0
HH007326_I1,HH007326,client_2,business_income,monthly,gross,91448.68
HH007327_I1,HH007327,client_1,bonus,monthly,gross,47742.82
HH007327_I2,HH007327,client_1,business_income,weekly,gross,67884.34
HH007328_I1,HH007328,client_1,interest_dividends,quarterly,gross,100221.31
HH007328_I2,HH007328,client_1,rental_income,monthly,gross,41046.86
HH007328_I3,HH007328,joint,bonus,monthly,gross,99934.92
HH007329_I1,HH007329,client_1,social_security,monthly,gross,23041.01
HH007329_I2,HH007329,client_1,salary,monthly,gross,63035.42
HH007330_I1,HH007330,client_2,salary,quarterly,gross,68977.8
HH007331_I1,HH007331,client_1,social_security,monthly,gross,57270.88
HH007331_I2,HH007331,client_1,pension_income,monthly,gross,42841.27
HH007331_I3,HH007331,joint,rental_income,annual,gross,18582.51
HH007331_I4,HH007331,client_2,business_income,monthly,gross,21387.52
HH007332_I1,HH007332,client_1,rental_income,weekly,gross,66710.54
HH007332_I2,HH007332,client_1,bonus,ad_hoc,gross,14487.78
HH007332_I3,HH007332,client_1,rental_income,monthly,gross,56843.52
HH007332_I4,HH007332,client_1,business_income,monthly,gross,11086.67
HH007333_I1,HH007333,client_1,rental_income,weekly,gross,42007.3
HH007334_I1,HH007334,client_1,business_income,monthly,gross,24784.5
HH007334_I2,HH007334,client_1,business_income,monthly,gross,250031.44
HH007335_I1,HH007335,client_1,interest_dividends,quarterly,gross,205123.02
HH007336_I1,HH007336,client_2,salary,quarterly,gross,163208.0
HH007337_I1,HH007337,client_1,business_income,monthly,gross,243991.93
HH007338_I1,HH007338,client_1,rental_income,monthly,gross,135254.13
HH007339_I1,HH007339,client_1,rental_income,ad_hoc,gross,45220.7
HH007339_I2,HH007339,client_1,business_income,ad_hoc,gross,35169.8
HH007339_I3,HH007339,client_1,salary,monthly,gross,23463.82
HH007340_I1,HH007340,client_1,bonus,monthly,gross,47391.71
HH007340_I2,HH007340,client_1,social_security,monthly,gross,45902.81
HH007340_I3,HH007340,client_1,bonus,ad_hoc,gross,14361.58
HH007340_I4,HH007340,client_1,business_income,monthly,gross,0.0
HH007341_I1,HH007341,client_1,business_income,monthly,gross,151966.69
HH007342_I1,HH007342,client_2,interest_dividends,quarterly,gross,18867.31
HH007342_I2,HH007342,client_1,bonus,monthly,gross,88913.89
HH007343_I1,HH007343,joint,salary,annual,gross,95655.75
HH007343_I2,HH007343,client_1,pension_income,annual,gross,134046.85
HH007344_I1,HH007344,client_1,business_income,monthly,gross,514.06
HH007344_I2,HH007344,client_1,social_security,weekly,gross,472.86
HH007344_I3,HH007344,client_1,rental_income,monthly,gross,4825.85
HH007345_I1,HH007345,client_2,interest_dividends,monthly,gross,43665.89
HH007346_I1,HH007346,client_1,rental_income,ad_hoc,gross,30682.73
HH007346_I2,HH007346,joint,business_income,monthly,gross,20150.82
HH007346_I3,HH007346,client_1,social_security,monthly,gross,40776.07
HH007347_I1,HH007347,client_1,business_income,annual,gross,163208.0
HH007348_I1,HH007348,client_1,rental_income,ad_hoc,gross,13519.36
HH007349_I1,HH007349,client_1,bonus,quarterly,gross,338943.34
HH007350_I1,HH007350,client_1,business_income,monthly,gross,33623.66
HH007350_I2,HH007350,joint,interest_dividends,monthly,gross,31629.58
HH007350_I3,HH007350,client_1,business_income,weekly,gross,20548.78
HH007350_I4,HH007350,client_2,business_income,monthly,gross,34418.44
HH007351_I1,HH007351,client_2,social_security,monthly,gross,101411.95
HH007352_I1,HH007352,client_2,interest_dividends,monthly,gross,157141.56
HH007353_I1,HH007353,client_1,bonus,monthly,gross,10667.43
HH007353_I2,HH007353,client_1,rental_income,monthly,gross,32253.02
HH007354_I1,HH007354,client_2,business_income,monthly,gross,430590.44
HH007355_I1,HH007355,client_2,social_security,monthly,gross,182407.13
HH007356_I1,HH007356,client_2,interest_dividends,monthly,gross,16775.15
HH007357_I1,HH007357,client_1,social_security,ad_hoc,gross,9103.62
