policy_id,household_id,owner,policy_type,monthly_cost,amount_assured,assured_until
HH003729_PP1,HH003729,client_1,life,350.44,408753.03,2033-07-26
HH003732_PP1,HH003732,client_1,life,204.68,190045.43,2036-04-21
HH003733_PP1,HH003733,client_1,ltc,681.32,1255854.65,2055-05-15
HH003735_PP1,HH003735,client_1,ltc,85.93,83388.14,2051-10-13
HH003736_PP1,HH003736,client_1,life,561.4,959834.21,2046-10-04
HH003738_PP1,HH003738,client_1,ltc,192.13,317180.22,2034-02-20
HH003739_PP1,HH003739,client_1,life,97.84,170914.83,2032-09-29
HH003740_PP1,HH003740,client_1,ltc,102.4,365693.74,2037-05-17
HH003744_PP1,HH003744,client_1,disability,103.41,342537.69,2040-08-31
HH003746_PP1,HH003746,client_1,ltc,141.28,151799.24,2048-06-28
HH003747_PP1,HH003747,client_1,ltc,334.74,646651.87,2054-07-07
HH003748_PP1,HH003748,client_1,disability,383.52,368911.94,2039-03-25
HH003749_PP1,HH003749,client_1,life,562.8,878751.4,2042-09-21
HH003750_PP1,HH003750,client_1,life,133.8,163167.89,2058-04-29
HH003753_PP1,HH003753,client_1,life,227.05,586143.48,2059-08-02
HH003754_PP1,HH003754,client_1,disability,247.82,387631.24,2033-08-09
HH003759_PP1,HH003759,client_1,disability,887.62,915446.41,2044-12-29
HH003760_PP1,HH003760,client_1,life,81.5,173160.52,2055-03-23
HH003761_PP1,HH003761,client_1,disability,1368.35,1337314.93,2040-09-01
HH003762_PP1,HH003762,client_1,disability,224.62,280943.57,2032-09-14
HH003764_PP1,HH003764,client_1,life,1061.57,987229.49,2057-04-24
HH003765_PP1,HH003765,client_1,disability,138.2,639563.37,2059-10-09
HH003766_PP1,HH003766,client_1,disability,84.14,189790.52,2038-03-05
HH003767_PP1,HH003767,client_1,disability,387.38,772367.39,2051-10-14
HH003769_PP1,HH003769,client_1,life,575.43,914397.75,2053-04-16
HH003771_PP1,HH003771,client_1,disability,965.13,1310322.33,2040-01-28
HH003773_PP1,HH003773,client_1,life,613.08,622709.05,2055-04-16
HH003776_PP1,HH003776,client_1,life,106.66,321069.26,2051-08-27
HH003780_PP1,HH003780,client_1,ltc,122.37,332656.77,2056-01-03
HH003781_PP1,HH003781,client_1,ltc,110.06,424860.67,2046-03-28
HH003782_PP1,HH003782,client_1,life,32.62,89250.45,2046-02-06
HH003788_PP1,HH003788,client_1,life,551.19,562159.54,2031-09-24
HH003789_PP1,HH003789,client_1,disability,315.14,1352049.69,2055-11-03
HH003790_PP1,HH003790,client_1,life,1205.5,2231952.15,2032-06-27
HH003792_PP1,HH003792,client_1,ltc,472.6,1067812.81,2048-08-23
HH003794_PP1,HH003794,client_1,ltc,78.59,240891.28,2048-11-24
HH003795_PP1,HH003795,client_1,disability,825.65,830082.97,2054-05-27
HH003798_PP1,HH003798,client_1,life,313.68,348569.34,2047-05-18
HH003801_PP1,HH003801,client_1,life,159.22,789906.2,2050-07-22
HH003803_PP1,HH003803,client_1,ltc,210.29,606226.94,2035-06-02
HH003806_PP1,HH003806,client_1,disability,1129.51,1640987.92,2054-07-02
HH003807_PP1,HH003807,client_1,ltc,453.87,525560.11,2038-03-30
HH003808_PP1,HH003808,client_1,life,144.82,221615.79,2052-03-31
HH003811_PP1,HH003811,client_1,disability,1286.95,1460338.97,2052-07-26
HH003815_PP1,HH003815,client_1,disability,2511.6,2296318.47,2035-12-08
HH003816_PP1,HH003816,client_1,life,639.45,1693146.66,2051-02-09
HH003817_PP1,HH003817,client_1,disability,263.71,408555.7,2044-12-07
HH003818_PP1,HH003818,client_1,disability,810.33,1518703.74,2049-09-25
HH003819_PP1,HH003819,client_1,disability,93.78,313813.69,2032-05-24
HH003821_PP1,HH003821,client_1,life,1950.43,2198976.35,2059-07-02
HH003823_PP1,HH003823,client_1,ltc,208.56,276067.41,2048-03-10
HH003826_PP1,HH003826,client_1,disability,165.37,190350.47,2048-03-10
HH003827_PP1,HH003827,client_1,ltc,528.5,575476.02,2055-08-04
HH003832_PP1,HH003832,client_1,life,924.12,1109025.02,2060-06-14
HH003833_PP1,HH003833,client_1,life,1272.19,1408050.36,2057-07-24
HH003835_PP1,HH003835,client_1,ltc,633.41,784329.73,2041-05-14
HH003840_PP1,HH003840,client_1,life,492.3,716802.04,2036-10-05
HH003841_PP1,HH003841,client_1,disability,1894.84,1753436.22,2033-12-23
HH003844_PP1,HH003844,client_1,disability,810.38,2104074.01,2059-12-30
HH003846_PP1,HH003846,client_1,disability,519.58,490953.5,2035-07-29
HH003847_PP1,HH003847,client_1,life,45.69,142370.21,2055-06-09
HH003848_PP1,HH003848,client_1,disability,47.98,140237.33,2051-10-04
HH003852_PP1,HH003852,client_1,disability,530.6,737901.65,2048-01-16
HH003856_PP1,HH003856,client_1,ltc,236.71,459615.03,2033-12-28
HH003858_PP1,HH003858,client_1,ltc,876.79,1124844.91,2032-03-20
HH003859_PP1,HH003859,client_1,disability,167.12,186988.25,2037-01-19
HH003863_PP1,HH003863,client_1,disability,1283.26,1375172.29,2035-05-16
HH003866_PP1,HH003866,client_1,ltc,217.91,571273.43,2053-03-15
HH003867_PP1,HH003867,client_1,disability,241.0,364760.89,2058-04-25
HH003869_PP1,HH003869,client_1,disability,454.37,728044.09,2052-11-18
HH003872_PP1,HH003872,client_1,disability,122.75,339541.51,2050-03-03
HH003873_PP1,HH003873,client_1,ltc,243.49,976014.24,2056-05-09
HH003876_PP1,HH003876,client_1,life,473.34,1222141.28,2043-12-12
HH003877_PP1,HH003877,client_1,life,119.1,470657.53,2058-04-07
HH003880_PP1,HH003880,client_1,ltc,568.59,815291.04,2048-08-22
HH003882_PP1,HH003882,client_1,disability,243.31,353935.36,2035-02-23
HH003884_PP1,HH003884,client_1,disability,237.22,224081.1,2038-09-20
HH003885_PP1,HH003885,client_1,disability,160.56,248757.19,2034-01-25
HH003888_PP1,HH003888,client_1,disability,125.25,120931.89,2038-09-27
HH003890_PP1,HH003890,client_1,disability,1134.42,1194535.15,2044-10-16
HH003891_PP1,HH003891,client_1,life,710.45,1352527.4,2056-06-26
HH003893_PP1,HH003893,client_1,ltc,145.04,863264.7,2037-03-16
HH003894_PP1,HH003894,client_1,life,1953.45,1942067.44,2031-12-02
HH003895_PP1,HH003895,client_1,life,516.78,925848.09,2054-07-07
HH003896_PP1,HH003896,client_1,life,175.05,389849.72,2044-12-24
HH003898_PP1,HH003898,client_1,life,471.7,634038.29,2034-10-21
HH003899_PP1,HH003899,client_1,life,1180.05,1590219.41,2031-12-20
HH003900_PP1,HH003900,client_1,ltc,234.48,234391.36,2041-05-24
HH003906_PP1,HH003906,client_1,ltc,152.34,392756.06,2056-08-12
HH003907_PP1,HH003907,client_1,ltc,321.11,774087.61,2046-10-16
HH003911_PP1,HH003911,client_1,disability,1704.15,2331764.07,2048-02-21
HH003912_PP1,HH003912,client_1,life,407.42,525716.59,2035-10-26
HH003916_PP1,HH003916,client_1,life,405.86,437640.32,2056-04-04
HH003917_PP1,HH003917,client_1,ltc,189.84,241287.88,2058-11-20
HH003918_PP1,HH003918,client_1,disability,298.42,586147.93,2042-09-12
HH003919_PP1,HH003919,client_1,life,84.2,213348.47,2052-08-21
HH003920_PP1,HH003920,client_1,ltc,137.54,127561.08,2052-01-12
HH003921_PP1,HH003921,client_1,ltc,468.83,679549.99,2037-03-28
HH003922_PP1,HH003922,client_1,disability,417.44,2412188.75,2045-06-07
HH003928_PP1,HH003928,client_1,life,541.63,519463.76,2038-07-03
HH003929_PP1,HH003929,client_1,life,288.43,332054.97,2045-10-02
HH003930_PP1,HH003930,client_1,ltc,318.27,516392.76,2039-08-04
HH003933_PP1,HH003933,client_1,ltc,1165.37,1063261.63,2060-03-02
HH003934_PP1,HH003934,client_1,disability,362.43,379757.98,2044-05-08
HH003935_PP1,HH003935,client_1,ltc,160.89,876967.66,2033-03-05
HH003936_PP1,HH003936,client_1,life,214.42,592648.12,2037-10-05
HH003937_PP1,HH003937,client_1,life,142.09,362987.69,2048-12-20
HH003938_PP1,HH003938,client_1,life,265.85,513744.87,2032-03-11
HH003939_PP1,HH003939,client_1,ltc,265.24,267569.81,2042-03-10
HH003944_PP1,HH003944,client_1,ltc,722.37,1283441.27,2059-08-22
HH003945_PP1,HH003945,client_1,ltc,315.92,434696.91,2033-12-22
HH003946_PP1,HH003946,client_1,ltc,193.08,586262.65,2057-04-23
HH003948_PP1,HH003948,client_1,life,61.23,284541.19,2037-05-10
HH003949_PP1,HH003949,client_1,life,245.92,898491.1,2054-11-18
HH003950_PP1,HH003950,client_1,ltc,736.78,1167968.69,2050-10-03
HH003951_PP1,HH003951,client_1,life,83.55,268938.62,2056-01-07
HH003953_PP1,HH003953,client_1,ltc,492.75,1159742.06,2060-02-19
HH003954_PP1,HH003954,client_1,disability,29.55,146833.84,2033-03-27
HH003955_PP1,HH003955,client_1,disability,171.83,992966.56,2039-06-03
HH003957_PP1,HH003957,client_1,disability,110.69,280605.49,2041-12-22
HH003958_PP1,HH003958,client_1,ltc,567.08,2674434.26,2032-09-25
HH003961_PP1,HH003961,client_1,disability,1646.96,2169061.69,2045-12-08
HH003963_PP1,HH003963,client_1,disability,169.59,359579.85,2033-11-23
HH003965_PP1,HH003965,client_1,life,405.29,424905.38,2051-02-19
HH003966_PP1,HH003966,client_1,disability,515.49,834975.77,2055-02-25
HH003967_PP1,HH003967,client_1,life,544.63,1382245.7,2038-08-03
HH003968_PP1,HH003968,client_1,ltc,368.86,372266.24,2049-01-14
HH003971_PP1,HH003971,client_1,ltc,137.61,146387.53,2032-04-28
HH003975_PP1,HH003975,client_1,life,736.36,962448.74,2060-07-13
HH003977_PP1,HH003977,client_1,disability,190.04,573307.13,2053-12-12
HH003978_PP1,HH003978,client_1,life,206.5,198784.66,2046-08-28
HH003980_PP1,HH003980,client_1,life,26.49,127179.72,2041-12-17
HH003981_PP1,HH003981,client_1,life,585.89,745421.25,2033-07-03
HH003982_PP1,HH003982,client_1,life,341.69,1491365.77,2051-02-14
HH003983_PP1,HH003983,client_1,life,109.75,597599.45,2031-06-29
HH003984_PP1,HH003984,client_1,ltc,116.07,366224.91,2053-11-01
HH003986_PP1,HH003986,client_1,ltc,408.43,945024.42,2049-08-06
HH003987_PP1,HH003987,client_1,disability,117.8,301021.85,2052-11-01
HH003989_PP1,HH003989,client_1,disability,229.45,389458.87,2056-03-12
HH003992_PP1,HH003992,client_1,ltc,502.52,505694.73,2039-11-16
HH003993_PP1,HH003993,client_1,life,89.49,95937.12,2037-12-22
HH003994_PP1,HH003994,client_1,disability,1154.22,1414410.07,2050-08-14
HH003995_PP1,HH003995,client_1,life,188.67,758938.12,2033-12-31
HH003996_PP1,HH003996,client_1,ltc,769.32,1048012.01,2047-11-28
HH003997_PP1,HH003997,client_1,ltc,195.62,315946.45,2045-10-24
HH004000_PP1,HH004000,client_1,ltc,374.82,749512.66,2057-07-13
HH004004_PP1,HH004004,client_1,life,2115.8,3290247.08,2036-05-09
HH004005_PP1,HH004005,client_1,disability,1266.2,3811188.23,2048-09-03
HH004007_PP1,HH004007,client_1,disability,8.9,50000.0,2034-09-16
HH004008_PP1,HH004008,client_1,ltc,389.01,836515.89,2038-09-30
HH004009_PP1,HH004009,client_1,ltc,251.58,1200099.94,2060-06-23
HH004010_PP1,HH004010,client_1,disability,106.9,478711.79,2051-09-15
HH004011_PP1,HH004011,client_1,disability,801.31,1284837.95,2044-12-03
HH004012_PP1,HH004012,client_1,life,892.95,1159787.32,2044-07-10
HH004013_PP1,HH004013,client_1,life,527.74,518383.12,2035-03-18
HH004018_PP1,HH004018,client_1,disability,263.97,792033.87,2059-06-09
HH004019_PP1,HH004019,client_1,ltc,741.17,1120156.09,2054-06-23
HH004021_PP1,HH004021,client_1,ltc,62.31,100873.81,2046-02-25
HH004022_PP1,HH004022,client_1,disability,151.45,759448.52,2036-08-30
HH004025_PP1,HH004025,client_1,life,213.68,392728.94,2038-01-26
HH004027_PP1,HH004027,client_1,ltc,439.93,1236696.13,2054-10-04
HH004029_PP1,HH004029,client_1,disability,180.0,1018392.85,2035-05-09
HH004031_PP1,HH004031,client_1,disability,325.68,374186.82,2041-10-02
HH004032_PP1,HH004032,client_1,disability,477.93,488040.46,2036-03-09
HH004035_PP1,HH004035,client_1,disability,253.88,241748.97,2042-08-24
HH004036_PP1,HH004036,client_1,ltc,790.47,1440051.29,2055-08-05
HH004037_PP1,HH004037,client_1,life,105.69,527407.45,2041-07-18
HH004038_PP1,HH004038,client_1,ltc,223.2,278583.86,2038-11-06
HH004039_PP1,HH004039,client_1,life,707.14,684460.55,2041-07-15
HH004041_PP1,HH004041,client_1,disability,256.05,747458.14,2051-09-09
HH004044_PP1,HH004044,client_1,ltc,154.2,936068.47,2037-05-21
HH004046_PP1,HH004046,client_1,disability,867.24,2191661.15,2036-01-05
HH004047_PP1,HH004047,client_1,ltc,86.38,389636.52,2032-08-23
HH004048_PP1,HH004048,client_1,life,232.96,1250665.41,2035-03-06
HH004049_PP1,HH004049,client_1,disability,177.93,332654.73,2058-08-31
HH004050_PP1,HH004050,client_1,disability,588.05,889893.54,2051-06-29
HH004051_PP1,HH004051,client_1,disability,475.79,1061524.39,2040-09-07
HH004052_PP1,HH004052,client_1,ltc,505.78,1005082.59,2047-03-02
HH004053_PP1,HH004053,client_1,life,31.64,139251.74,2037-06-16
HH004054_PP1,HH004054,client_1,life,590.31,754400.73,2035-04-01
HH004056_PP1,HH004056,client_1,ltc,425.7,521658.57,2060-05-17
HH004058_PP1,HH004058,client_1,life,581.93,541445.51,2051-07-23
HH004059_PP1,HH004059,client_1,ltc,96.93,423535.86,2032-02-12
HH004062_PP1,HH004062,client_1,disability,134.91,170879.82,2047-07-18
HH004063_PP1,HH004063,client_1,ltc,803.52,1754152.63,2049-10-14
HH004064_PP1,HH004064,client_1,disability,39.09,100756.21,2059-06-13
HH004065_PP1,HH004065,client_1,life,431.04,588908.8,2045-01-12
HH004066_PP1,HH004066,client_1,disability,724.6,1286321.98,2032-08-28
HH004068_PP1,HH004068,client_1,disability,279.22,635309.22,2056-12-10
HH004070_PP1,HH004070,client_1,life,289.87,342796.02,2051-03-02
HH004071_PP1,HH004071,client_1,disability,114.82,113286.25,2058-10-22
HH004074_PP1,HH004074,client_1,disability,1040.41,1125541.72,2048-10-13
HH004075_PP1,HH004075,client_1,ltc,371.31,1171619.17,2035-03-01
HH004077_PP1,HH004077,client_1,ltc,696.17,1147718.25,2053-10-06
HH004079_PP1,HH004079,client_1,life,780.52,1379283.41,2036-09-09
HH004082_PP1,HH004082,client_1,disability,397.4,681175.06,2052-03-22
HH004083_PP1,HH004083,client_1,disability,179.07,230598.22,2051-05-18
HH004084_PP1,HH004084,client_1,life,47.7,144421.69,2057-09-11
HH004085_PP1,HH004085,client_1,disability,424.44,787480.27,2059-01-22
HH004087_PP1,HH004087,client_1,life,914.52,926432.7,2035-03-23
HH004089_PP1,HH004089,client_1,ltc,63.86,220822.35,2034-11-12
HH004092_PP1,HH004092,client_1,disability,693.57,840855.83,2036-05-12
HH004093_PP1,HH004093,client_1,disability,1987.99,1893583.08,2046-12-24
HH004097_PP1,HH004097,client_1,ltc,383.88,566387.94,2043-03-11
HH004098_PP1,HH004098,client_1,disability,442.1,1123756.74,2058-10-21
HH004099_PP1,HH004099,client_1,ltc,364.73,717571.56,2045-02-28
HH004100_PP1,HH004100,client_1,ltc,756.84,751019.58,2046-12-10
HH004101_PP1,HH004101,client_1,disability,550.69,714744.96,2049-10-17
HH004102_PP1,HH004102,client_1,life,559.61,590175.66,2037-03-13
HH004104_PP1,HH004104,client_1,life,883.1,1044000.43,2031-05-04
HH004105_PP1,HH004105,client_1,disability,96.64,95450.75,2041-06-13
HH004109_PP1,HH004109,client_1,life,310.94,377198.76,2051-12-31
HH004111_PP1,HH004111,client_1,disability,842.17,902458.7,2053-10-26
HH004112_PP1,HH004112,client_1,disability,1063.64,1908178.86,2041-09-24
HH004114_PP1,HH004114,client_1,disability,224.11,407794.87,2050-10-28
HH004115_PP1,HH004115,client_1,ltc,28.86,150262.62,2056-08-01
HH004119_PP1,HH004119,client_1,life,122.75,655053.87,2044-06-03
HH004120_PP1,HH004120,client_1,life,752.8,764595.32,2038-03-31
HH004121_PP1,HH004121,client_1,ltc,186.37,509268.71,2055-06-16
HH004122_PP1,HH004122,client_1,disability,115.06,227239.15,2033-03-30
HH004125_PP1,HH004125,client_1,ltc,421.16,706337.8,2053-03-15
HH004127_PP1,HH004127,client_1,disability,619.68,686635.41,2039-07-28
HH004129_PP1,HH004129,client_1,life,350.4,646015.09,2042-12-20
HH004132_PP1,HH004132,client_1,ltc,1927.94,1854419.88,2043-01-01
HH004136_PP1,HH004136,client_1,life,218.5,449013.35,2054-11-19
HH004137_PP1,HH004137,client_1,ltc,473.72,493888.72,2045-04-20
HH004138_PP1,HH004138,client_1,ltc,143.06,576339.45,2055-01-15
HH004139_PP1,HH004139,client_1,disability,196.41,315262.73,2039-09-11
HH004141_PP1,HH004141,client_1,ltc,796.56,903507.31,2032-11-21
HH004142_PP1,HH004142,client_1,disability,283.67,653125.88,2046-01-09
HH004146_PP1,HH004146,client_1,disability,102.81,243349.19,2042-11-14
HH004147_PP1,HH004147,client_1,disability,296.55,339448.26,2039-06-19
HH004148_PP1,HH004148,client_1,disability,1813.35,2351271.4,2057-05-07
HH004151_PP1,HH004151,client_1,disability,546.03,951956.74,2031-06-14
HH004153_PP1,HH004153,client_1,ltc,203.87,1026171.13,2033-09-03
HH004154_PP1,HH004154,client_1,ltc,670.91,846941.08,2047-10-19
HH004155_PP1,HH004155,client_1,life,728.97,851798.22,2031-05-02
HH004156_PP1,HH004156,client_1,life,517.03,1629897.58,2046-07-27
HH004157_PP1,HH004157,client_1,disability,207.74,272835.8,2036-08-07
HH004158_PP1,HH004158,client_1,ltc,287.03,443350.63,2041-03-23
HH004161_PP1,HH004161,client_1,disability,336.97,329283.47,2050-11-20
HH004162_PP1,HH004162,client_1,disability,156.07,404898.97,2056-10-03
HH004163_PP1,HH004163,client_1,ltc,458.05,1167851.88,2058-12-14
HH004165_PP1,HH004165,client_1,ltc,24.4,111274.98,2051-05-26
HH004166_PP1,HH004166,client_1,ltc,99.43,185691.91,2060-11-13
HH004167_PP1,HH004167,client_1,life,75.18,485094.82,2047-12-03
HH004168_PP1,HH004168,client_1,disability,604.09,598270.29,2032-05-09
HH004169_PP1,HH004169,client_1,ltc,134.31,459495.98,2032-03-25
HH004171_PP1,HH004171,client_1,life,515.59,1046448.06,2046-05-15
HH004172_PP1,HH004172,client_1,ltc,971.82,975825.51,2052-06-24
HH004177_PP1,HH004177,client_1,disability,363.35,385284.91,2032-02-02
HH004178_PP1,HH004178,client_1,disability,740.94,1467590.33,2036-01-04
HH004179_PP1,HH004179,client_1,disability,491.27,877898.08,2051-08-14
HH004180_PP1,HH004180,client_1,life,97.03,190927.81,2061-03-02
HH004182_PP1,HH004182,client_1,disability,1587.34,2113497.66,2043-11-15
HH004185_PP1,HH004185,client_1,disability,134.41,204150.45,2058-05-28
HH004187_PP1,HH004187,client_1,life,154.69,794365.05,2048-08-19
HH004189_PP1,HH004189,client_1,ltc,248.91,378006.72,2036-03-30
HH004192_PP1,HH004192,client_1,life,406.24,1759368.48,2032-11-22
HH004193_PP1,HH004193,client_1,ltc,1100.76,1195973.68,2058-05-10
HH004194_PP1,HH004194,client_1,disability,237.57,308480.89,2037-03-12
HH004195_PP1,HH004195,client_1,life,1465.85,1579938.52,2054-03-15
HH004196_PP1,HH004196,client_1,disability,409.02,971300.34,2049-11-14
HH004198_PP1,HH004198,client_1,ltc,247.86,268182.28,2044-11-30
HH004199_PP1,HH004199,client_1,life,455.03,1767220.06,2044-07-31
HH004200_PP1,HH004200,client_1,life,214.3,555756.03,2033-10-04
HH004201_PP1,HH004201,client_1,life,142.66,192568.53,2058-01-19
HH004202_PP1,HH004202,client_1,ltc,743.84,1241650.74,2042-06-26
HH004203_PP1,HH004203,client_1,ltc,323.31,439367.59,2045-01-02
HH004205_PP1,HH004205,client_1,ltc,457.48,992866.86,2035-07-18
HH004207_PP1,HH004207,client_1,ltc,327.66,542047.49,2040-06-19
HH004208_PP1,HH004208,client_1,disability,413.77,889966.23,2036-07-03
HH004210_PP1,HH004210,client_1,life,1646.47,1787822.79,2060-08-16
HH004211_PP1,HH004211,client_1,life,564.29,549375.15,2041-07-24
HH004212_PP1,HH004212,client_1,life,103.07,601578.37,2057-01-12
HH004213_PP1,HH004213,client_1,ltc,1428.41,1625438.35,2059-05-02
HH004214_PP1,HH004214,client_1,disability,1043.81,1259765.11,2041-05-01
HH004219_PP1,HH004219,client_1,disability,726.72,1188281.55,2050-04-18
HH004220_PP1,HH004220,client_1,disability,427.68,449181.7,2040-12-09
HH004221_PP1,HH004221,client_1,disability,527.24,2095421.75,2048-11-22
HH004222_PP1,HH004222,client_1,ltc,116.37,561796.66,2049-03-05
HH004224_PP1,HH004224,client_1,disability,602.42,1651031.95,2058-05-07
HH004225_PP1,HH004225,client_1,disability,441.44,1130227.29,2037-04-26
HH004226_PP1,HH004226,client_1,disability,237.88,307847.76,2057-12-22
HH004227_PP1,HH004227,client_1,disability,222.64,1263405.19,2060-12-10
HH004228_PP1,HH004228,client_1,life,65.33,182137.0,2048-06-14
HH004230_PP1,HH004230,client_1,ltc,478.38,477768.0,2031-10-25
HH004231_PP1,HH004231,client_1,disability,258.07,459375.75,2057-05-10
HH004235_PP1,HH004235,client_1,ltc,549.23,1191554.21,2055-02-16
HH004237_PP1,HH004237,client_1,ltc,44.45,161098.52,2044-10-11
HH004238_PP1,HH004238,client_1,life,282.41,589801.26,2034-06-07
HH004240_PP1,HH004240,client_1,disability,426.57,488301.09,2039-06-17
HH004241_PP1,HH004241,client_1,life,1368.14,1438532.18,2043-11-26
HH004242_PP1,HH004242,client_1,disability,2032.33,2076993.67,2042-09-02
HH004243_PP1,HH004243,client_1,life,148.7,655540.67,2054-12-09
HH004244_PP1,HH004244,client_1,disability,90.67,393157.42,2032-10-01
HH004245_PP1,HH004245,client_1,disability,432.41,711910.26,2031-08-12
HH004249_PP1,HH004249,client_1,life,504.99,533995.88,2040-02-19
HH004251_PP1,HH004251,client_1,life,381.96,532431.53,2039-08-14
HH004254_PP1,HH004254,client_1,ltc,289.22,334692.9,2036-04-14
HH004257_PP1,HH004257,client_1,disability,144.7,492965.59,2048-05-31
HH004258_PP1,HH004258,client_1,life,787.45,1111948.31,2032-05-27
HH004259_PP1,HH004259,client_1,disability,225.19,950492.53,2050-07-27
HH004261_PP1,HH004261,client_1,life,66.55,299667.09,2060-03-02
HH004262_PP1,HH004262,client_1,life,619.56,1087850.29,2048-06-24
HH004263_PP1,HH004263,client_1,disability,249.53,444120.35,2050-10-12
HH004264_PP1,HH004264,client_1,life,2308.11,2580877.39,2049-11-27
HH004265_PP1,HH004265,client_1,life,1491.54,1778977.58,2042-05-12
HH004270_PP1,HH004270,client_1,life,225.37,266126.29,2056-04-20
HH004271_PP1,HH004271,client_1,life,242.75,258375.95,2033-09-10
HH004272_PP1,HH004272,client_1,life,320.31,520268.41,2033-06-16
HH004274_PP1,HH004274,client_1,life,739.13,993488.69,2035-10-06
HH004276_PP1,HH004276,client_1,ltc,189.51,310374.79,2060-06-02
HH004277_PP1,HH004277,client_1,disability,284.66,676647.27,2055-07-04
HH004278_PP1,HH004278,client_1,ltc,179.49,614499.31,2051-10-20
HH004279_PP1,HH004279,client_1,life,152.96,883237.74,2038-01-25
HH004281_PP1,HH004281,client_1,life,104.61,492106.54,2034-05-09
HH004283_PP1,HH004283,client_1,disability,104.63,313208.56,2041-03-10
HH004285_PP1,HH004285,client_1,life,32.67,92963.84,2048-11-23
HH004289_PP1,HH004289,client_1,disability,290.8,338156.55,2050-02-25
HH004290_PP1,HH004290,client_1,disability,2657.42,2857225.6,2031-07-20
HH004297_PP1,HH004297,client_1,disability,40.8,124057.66,2035-09-26
HH004300_PP1,HH004300,client_1,life,224.15,251277.84,2047-11-03
HH004301_PP1,HH004301,client_1,disability,570.99,1095569.48,2039-10-19
HH004305_PP1,HH004305,client_1,life,2488.84,2664508.19,2058-03-28
HH004306_PP1,HH004306,client_1,ltc,310.07,287673.6,2052-05-27
HH004307_PP1,HH004307,client_1,disability,372.66,568728.04,2036-01-15
HH004308_PP1,HH004308,client_1,ltc,568.99,592472.68,2038-11-10
HH004310_PP1,HH004310,client_1,life,45.24,98755.59,2043-03-07
HH004312_PP1,HH004312,client_1,life,618.08,1049897.92,2039-01-24
HH004314_PP1,HH004314,client_1,ltc,185.41,348350.1,2036-05-20
HH004315_PP1,HH004315,client_1,life,311.78,929467.58,2049-09-03
HH004316_PP1,HH004316,client_1,ltc,201.95,234211.94,2033-12-23
HH004318_PP1,HH004318,client_1,life,647.65,1086152.61,2036-08-29
HH004320_PP1,HH004320,client_1,ltc,191.79,301475.5,2052-07-09
HH004321_PP1,HH004321,client_1,ltc,430.15,1667778.61,2036-11-06
HH004322_PP1,HH004322,client_1,ltc,121.87,420537.91,2060-04-19
HH004323_PP1,HH004323,client_1,ltc,344.67,365383.69,2031-12-22
HH004326_PP1,HH004326,client_1,ltc,144.34,427547.38,2055-03-03
HH004328_PP1,HH004328,client_1,disability,330.42,643227.89,2037-04-24
HH004329_PP1,HH004329,client_1,disability,244.19,704957.43,2039-05-26
HH004330_PP1,HH004330,client_1,ltc,1055.32,1242396.17,2039-12-11
HH004332_PP1,HH004332,client_1,life,481.91,704494.26,2035-12-25
HH004336_PP1,HH004336,client_1,disability,1356.65,1648907.56,2053-12-23
HH004340_PP1,HH004340,client_1,life,18.77,113256.63,2058-12-14
HH004341_PP1,HH004341,client_1,disability,137.24,162571.81,2034-02-23
HH004342_PP1,HH004342,client_1,ltc,1778.46,2576994.43,2050-10-27
HH004344_PP1,HH004344,client_1,life,994.04,1820402.87,2036-09-22
HH004345_PP1,HH004345,client_1,disability,246.33,645700.23,2047-12-22
HH004346_PP1,HH004346,client_1,ltc,174.33,171368.43,2056-05-19
HH004347_PP1,HH004347,client_1,life,334.0,598943.5,2051-12-17
HH004349_PP1,HH004349,client_1,disability,1200.2,1461860.18,2038-01-28
HH004351_PP1,HH004351,client_1,ltc,704.67,720467.63,2056-09-20
HH004352_PP1,HH004352,client_1,life,636.95,1122946.49,2056-09-16
HH004353_PP1,HH004353,client_1,disability,193.53,271881.62,2061-02-14
HH004355_PP1,HH004355,client_1,disability,83.81,112918.45,2036-12-24
HH004357_PP1,HH004357,client_1,life,40.34,193663.9,2035-09-21
HH004358_PP1,HH004358,client_1,life,504.06,830552.21,2046-02-27
HH004359_PP1,HH004359,client_1,life,831.36,996503.79,2057-11-30
HH004362_PP1,HH004362,client_1,disability,1168.69,1182567.68,2042-10-10
HH004363_PP1,HH004363,client_1,disability,30.97,98651.26,2031-05-13
HH004365_PP1,HH004365,client_1,ltc,3119.11,3777409.52,2034-04-02
HH004366_PP1,HH004366,client_1,ltc,101.53,324297.28,2053-06-21
HH004367_PP1,HH004367,client_1,ltc,372.97,602417.07,2059-12-28
HH004368_PP1,HH004368,client_1,disability,1067.56,989458.19,2046-12-14
HH004374_PP1,HH004374,client_1,life,1040.22,1333720.34,2059-11-28
HH004376_PP1,HH004376,client_1,ltc,810.87,1053140.45,2057-04-21
HH004377_PP1,HH004377,client_1,ltc,183.7,256455.13,2045-04-28
HH004378_PP1,HH004378,client_1,disability,871.72,1386900.04,2049-02-02
HH004379_PP1,HH004379,client_1,ltc,195.39,300260.45,2047-03-28
HH004384_PP1,HH004384,client_1,disability,385.66,848494.48,2033-04-29
HH004386_PP1,HH004386,client_1,life,467.59,647030.17,2041-12-10
HH004387_PP1,HH004387,client_1,life,481.19,479730.18,2032-08-01
