household_id,scenario,country,market,marital_status,residence_state,move_in_date,num_adults,num_dependants,youngest_child_dob,oldest_child_dob,annual_household_gross_income,monthly_expenses_total,expense_to_income_ratio,annual_alimony_paid,has_mortgage_or_loan,loan_outstanding_total,monthly_debt_cost_total,monthly_mortgage_payment_total,monthly_non_mortgage_payment_total,mortgage_payment_to_income_ratio,property_value_total,investable_assets_total,retirement_assets_total,cash_and_cashlike_total,alternatives_total,net_worth_proxy,risk_tolerance,investment_objectives,tax_bracket_band,client_segment
HH009698,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2017-01-29,2,0,,,163208.0,7711.4,0.567,0.0,True,97696.82,1259.46,1117.1,142.36,0.0821,737101.18,938063.06,313912.87,95223.55,30060.53,1606992.01,moderate,capital_preservation|estate_planning,35%,affluent_ria_like
HH009699,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2025-07-24,2,0,,,229933.04,7804.3,0.4073,0.0,False,0.0,0.0,0.0,0.0,0.0,447479.06,907856.41,194245.95,74418.91,51262.02,1422495.38,growth,wealth_growth,32%,affluent_ria_like
HH009700,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,NY,2010-11-11,2,3,2023-11-04,2016-01-15,163208.0,8925.11,0.6562,0.0,True,99830.6,2374.11,2374.11,0.0,0.1746,137994.58,582231.21,191097.95,80814.11,79821.05,634948.95,growth,retirement|wealth_growth,32%,affluent_ria_like
HH009701,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2021-03-11,2,1,2012-04-15,2012-04-15,261548.82,16022.84,0.7351,0.0,True,228639.11,6345.66,6345.66,0.0,0.2911,416518.84,1129646.02,289642.4,142445.67,138156.57,1389951.33,moderate,wealth_growth,24%,affluent_ria_like
HH009702,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2014-09-13,2,0,,,163208.0,7290.5,0.536,0.0,True,104512.87,1764.59,1764.59,0.0,0.1297,335583.74,410731.27,68205.52,63808.19,4610.57,641996.44,growth,capital_preservation|estate_planning,37%,affluent_ria_like
HH009703,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2009-09-18,2,0,,,204110.37,8493.16,0.4993,0.0,True,44437.23,1964.54,1964.54,0.0,0.1155,124280.73,428032.33,142659.31,52996.87,3980.66,512274.04,moderate,education|estate_planning|income,37%,affluent_ria_like
HH009704,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2009-08-18,2,3,2020-04-13,2014-04-16,165093.14,8900.82,0.647,0.0,True,108248.13,3811.93,3811.93,0.0,0.2771,158108.39,547719.63,94152.22,38783.01,59038.44,611627.97,moderate,capital_preservation|education|income,32%,affluent_ria_like
HH009705,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-09-28,2,2,2019-06-05,2006-06-21,163208.0,12709.98,0.9345,0.0,True,507450.58,4638.05,4638.05,0.0,0.341,864677.49,667049.73,120582.37,63044.22,42644.52,1065761.59,growth,estate_planning,32%,affluent_ria_like
HH009706,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,CA,2021-02-19,2,0,,,163208.0,5126.55,0.3769,0.0,False,0.0,0.0,0.0,0.0,0.0,255526.91,396731.93,105146.03,37493.04,0.0,669366.59,growth,capital_preservation|estate_planning|wealth_growth,37%,affluent_ria_like
HH009707,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2015-08-05,2,0,,,163208.0,7500.47,0.5515,0.0,True,4594.57,276.74,0.0,276.74,0.0,265040.88,792231.93,324725.14,84982.44,59622.57,1108144.35,moderate,capital_preservation|tax_optimization,32%,affluent_ria_like
HH009708,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2018-07-29,2,0,,,198664.23,9274.69,0.5602,0.0,True,700.57,95.22,0.0,95.22,0.0,372220.86,430976.16,86657.05,43589.93,0.0,830191.28,conservative,capital_preservation|retirement|tax_optimization,24%,affluent_ria_like
HH009709,financially_stressed_with_debt,US,US_RIA,single,Other,2017-08-06,1,0,,,168509.62,13340.35,0.95,0.0,True,91893.81,9748.97,8467.49,1281.49,0.603,69140.52,217903.45,70099.19,22406.19,29497.47,207328.96,growth,capital_preservation|wealth_growth,35%,affluent_ria_like
HH009710,self_employed_business_owner,US,US_RIA,married_or_civil_partner,IL,2023-10-28,2,0,,,228806.88,8675.39,0.455,0.0,False,0.0,0.0,0.0,0.0,0.0,306039.23,830069.0,136983.49,124108.83,44418.97,1180115.97,moderate,education|retirement|wealth_growth,32%,affluent_ria_like
HH009711,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2020-09-23,2,3,2021-04-28,2009-05-27,181801.79,12573.89,0.83,0.0,True,98519.14,3905.43,3905.43,0.0,0.2578,141435.61,443866.16,66390.19,39190.07,31520.41,493304.35,conservative,education|estate_planning,35%,affluent_ria_like
HH009712,financially_stressed_with_debt,US,US_RIA,single,Other,2012-11-11,1,4,2025-05-23,2002-07-01,182756.39,14468.21,0.95,0.0,True,127276.43,10612.45,8930.38,1682.07,0.5864,99674.0,240727.57,44191.61,24875.84,9445.09,228537.82,growth,education|tax_optimization|wealth_growth,37%,affluent_ria_like
HH009713,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,NY,2019-12-03,2,0,,,452245.18,17603.92,0.4671,52460.11,True,2301.68,138.48,0.0,138.48,0.0,643292.06,1458632.09,426536.93,73788.24,69790.37,2124583.34,growth,retirement,37%,affluent_ria_like
HH009714,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2005-08-05,2,2,2025-11-11,2010-09-19,163208.0,11333.1,0.8333,0.0,True,219053.8,5852.32,5852.32,0.0,0.4303,297055.26,771526.41,180025.56,98227.25,114131.96,850102.64,moderate,education,24%,affluent_ria_like
HH009715,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NJ,2025-08-07,2,1,2019-04-06,2019-04-06,192703.02,14771.25,0.9198,0.0,True,183558.35,5534.57,5534.57,0.0,0.3446,321504.97,642598.2,162576.9,40438.62,39636.02,825671.29,moderate,retirement,24%,affluent_ria_like
HH009716,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,IL,2004-01-01,2,3,2018-05-25,2011-08-26,163208.0,8663.41,0.637,0.0,False,0.0,0.0,0.0,0.0,0.0,273862.4,822410.69,275261.2,49325.67,59443.06,1110939.97,aggressive,retirement,32%,affluent_ria_like
HH009717,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,Other,2017-04-16,2,0,,,174101.77,13783.06,0.95,0.0,True,85794.21,9823.77,9284.81,538.96,0.64,106512.46,275382.16,84220.76,32600.84,12972.78,302987.58,moderate,estate_planning,35%,affluent_ria_like
HH009718,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2010-08-20,2,1,2026-02-13,2026-02-13,396130.45,28993.68,0.8783,0.0,True,262107.7,11907.49,11907.49,0.0,0.3607,342513.87,2077103.26,309151.78,324796.92,12567.91,2309084.13,growth,estate_planning,37%,affluent_ria_like
HH009719,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2022-01-26,2,0,,,210218.47,16008.56,0.9138,0.0,True,261485.1,6137.74,6137.74,0.0,0.3504,367644.51,868564.04,192789.69,136084.41,46821.87,1020698.79,conservative,estate_planning|income|tax_optimization,24%,affluent_ria_like
HH009720,widowed,US,US_RIA,widowed,CA,2022-12-23,1,5,2005-11-11,2004-07-30,165469.72,5595.29,0.4058,0.0,False,0.0,0.0,0.0,0.0,0.0,247187.35,627666.47,205252.75,52392.62,56114.94,924701.6,growth,capital_preservation|education|income,37%,affluent_ria_like
HH009721,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,PA,2025-08-17,2,0,,,224228.21,17751.4,0.95,0.0,True,220881.2,10292.58,7807.34,2485.24,0.4178,169047.08,391542.49,108777.38,38426.42,66779.4,353492.98,moderate,capital_preservation|tax_optimization,24%,affluent_ria_like
HH009722,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2021-12-23,2,0,,,163208.0,9535.33,0.7011,0.0,False,0.0,0.0,0.0,0.0,0.0,836634.07,824849.2,237060.69,127005.35,38082.1,1718885.75,moderate,capital_preservation|tax_optimization,32%,affluent_ria_like
HH009723,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,FL,2020-07-25,2,0,,,171792.45,4719.62,0.3297,0.0,False,0.0,0.0,0.0,0.0,0.0,146448.1,622841.75,145955.11,57295.93,78431.67,797881.55,moderate,education|estate_planning|tax_optimization,32%,affluent_ria_like
HH009724,widowed,US,US_RIA,widowed,Other,2002-08-01,1,0,,,180191.21,11708.3,0.7797,0.0,True,279073.05,2954.34,2954.34,0.0,0.1967,600842.56,721914.03,141590.7,88669.02,16451.6,1068315.94,aggressive,capital_preservation|tax_optimization,24%,affluent_ria_like
HH009725,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2013-02-16,2,0,,,163208.0,8731.88,0.642,0.0,True,111838.41,3132.56,3132.56,0.0,0.2303,516903.91,621722.1,146847.18,90846.5,32430.52,1073816.99,aggressive,capital_preservation|education|tax_optimization,37%,affluent_ria_like
HH009726,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,FL,2022-12-04,2,0,,,306558.85,12473.02,0.4882,0.0,False,0.0,0.0,0.0,0.0,0.0,778768.19,1359090.83,399296.69,144100.79,147997.32,2202078.22,conservative,retirement,35%,affluent_ria_like
HH009727,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2016-03-20,2,2,2022-07-12,2015-09-07,175076.64,13258.15,0.9087,0.0,True,283571.85,5303.92,5303.92,0.0,0.3635,471499.11,517826.23,95966.21,72510.51,92919.47,732514.11,growth,education|estate_planning|wealth_growth,35%,affluent_ria_like
HH009728,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,FL,2017-04-20,2,0,,,328329.71,9994.17,0.3653,0.0,True,442939.88,2690.98,2690.98,0.0,0.0984,893673.33,805185.84,241555.75,113244.79,0.0,1270533.52,moderate,capital_preservation|income|retirement,35%,affluent_ria_like
HH009729,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2021-02-27,2,0,,,183399.45,14519.12,0.95,0.0,True,240872.23,7187.92,4687.92,2500.0,0.3067,508818.52,758389.66,237555.79,59961.62,133651.4,1053176.95,aggressive,capital_preservation,32%,affluent_ria_like
HH009730,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2015-06-13,2,3,2013-03-24,2010-05-06,228932.43,18123.82,0.95,0.0,True,182947.21,8640.84,8640.84,0.0,0.4529,244800.09,804239.26,125509.12,108278.75,138934.58,882349.8,growth,education|retirement|tax_optimization,32%,affluent_ria_like
HH009731,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NJ,2017-12-16,2,0,,,223061.6,8712.28,0.4687,0.0,False,0.0,0.0,0.0,0.0,0.0,321658.94,658478.93,166943.96,55507.78,83447.73,994457.7,growth,retirement,35%,affluent_ria_like
HH009732,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,TX,2018-09-19,2,3,2022-08-09,2019-02-16,178141.71,14102.89,0.95,0.0,True,140750.36,9191.83,8198.71,993.12,0.5523,146174.05,287938.71,45621.67,43405.4,47964.57,297684.41,moderate,capital_preservation|education|retirement,37%,affluent_ria_like
HH009733,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,Other,2018-03-11,2,0,,,163208.0,12920.63,0.95,0.0,True,59123.53,7989.49,7720.4,269.09,0.5676,76533.98,298882.44,89286.79,23682.35,21368.91,328766.14,conservative,income|tax_optimization,35%,affluent_ria_like
HH009734,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,TX,2021-02-16,2,4,2024-02-08,2007-07-21,183918.08,9194.02,0.5999,0.0,True,80358.38,3209.68,3209.68,0.0,0.2094,317493.69,327705.08,58077.99,42530.0,1139.22,582958.64,conservative,estate_planning,24%,affluent_ria_like
HH009735,divorced,US,US_RIA,divorced,NY,2002-10-08,1,0,,,163208.0,9381.91,0.6898,16178.39,True,182049.62,5753.37,5753.37,0.0,0.423,250234.37,848777.79,220200.8,121988.29,108648.17,922346.96,aggressive,estate_planning|tax_optimization,35%,affluent_ria_like
HH009736,widowed,US,US_RIA,widowed,MA,2012-03-01,1,1,2021-12-10,2021-12-10,163208.0,9199.82,0.6764,0.0,False,0.0,0.0,0.0,0.0,0.0,489045.56,656717.22,193567.15,37151.12,92071.48,1149878.52,aggressive,estate_planning|retirement|wealth_growth,32%,affluent_ria_like
HH009737,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,CA,2023-06-25,2,0,,,163208.0,5729.29,0.4213,0.0,True,136711.83,1710.24,1710.24,0.0,0.1257,189203.09,243498.76,43750.56,34274.7,0.0,307987.12,growth,estate_planning,35%,affluent_ria_like
HH009738,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,NY,2009-09-28,2,0,,,163208.0,6980.08,0.5132,0.0,False,0.0,0.0,0.0,0.0,0.0,508216.1,520706.32,220601.85,38999.16,69360.35,1037038.83,moderate,estate_planning|tax_optimization,32%,affluent_ria_like
HH009739,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2014-10-31,2,3,2024-03-17,2017-10-26,271059.98,20334.69,0.9002,0.0,True,288356.99,9890.01,9890.01,0.0,0.4378,410369.22,1186692.43,173562.94,133838.13,22076.74,1372114.38,conservative,estate_planning|income,35%,affluent_ria_like
HH009740,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,WA,2017-07-05,2,0,,,228695.93,14373.96,0.7542,0.0,True,358850.6,7964.4,7964.4,0.0,0.4179,473329.61,567488.18,147905.1,42738.68,0.0,726034.24,growth,capital_preservation|retirement|tax_optimization,35%,affluent_ria_like
HH009741,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2024-09-17,2,0,,,163208.0,9907.03,0.7284,0.0,True,352525.76,2681.21,1888.4,792.81,0.1388,551739.36,670766.15,151814.3,46994.92,2035.74,912357.39,conservative,tax_optimization|wealth_growth,32%,affluent_ria_like
HH009742,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2002-03-30,2,0,,,182824.55,10712.35,0.7031,0.0,True,457529.93,3535.47,3210.31,325.17,0.2107,601020.89,890930.49,245484.23,94858.15,8693.91,1063851.4,growth,education,37%,affluent_ria_like
HH009743,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,CA,2022-05-18,2,0,,,163208.0,9610.03,0.7066,0.0,True,118893.07,3093.22,3093.22,0.0,0.2274,291627.93,709834.45,186619.4,49410.53,120008.12,919943.67,conservative,income|tax_optimization|wealth_growth,35%,affluent_ria_like
HH009744,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,FL,2005-12-02,2,1,2012-01-21,2012-01-21,220922.09,17489.67,0.95,0.0,True,273968.76,7315.86,7315.86,0.0,0.3974,360815.46,686575.45,175034.48,103890.76,78184.04,799604.19,growth,education|estate_planning|tax_optimization,32%,affluent_ria_like
HH009745,divorced,US,US_RIA,divorced,Other,2003-09-22,1,0,,,163208.0,5115.47,0.3761,0.0,True,584.28,119.38,0.0,119.38,0.0,242637.92,523628.12,106697.7,57342.33,93486.66,801839.74,moderate,education|retirement|wealth_growth,35%,affluent_ria_like
HH009746,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2006-09-27,2,1,2014-12-15,2014-12-15,386577.73,14604.43,0.4533,35220.41,False,0.0,0.0,0.0,0.0,0.0,953099.69,1403533.57,269880.6,210628.83,126336.62,2404078.92,moderate,estate_planning|income|tax_optimization,32%,affluent_ria_like
HH009747,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NJ,2007-01-24,2,0,,,267406.86,8013.5,0.3596,0.0,False,0.0,0.0,0.0,0.0,0.0,908146.22,852993.54,241142.88,136190.59,125951.32,1785395.77,growth,estate_planning|tax_optimization,35%,affluent_ria_like
HH009748,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2010-12-04,2,0,,,172185.81,8079.82,0.5631,0.0,True,213738.76,4047.31,4047.31,0.0,0.2821,269127.64,860795.98,138052.3,126261.75,147530.91,924566.87,moderate,retirement|wealth_growth,32%,affluent_ria_like
HH009749,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2019-12-26,2,2,2023-02-24,2016-08-05,184493.65,14125.3,0.9188,0.0,True,265889.11,4889.72,4405.03,484.69,0.2865,374188.84,378192.49,62503.58,24579.55,34353.23,492899.69,moderate,estate_planning|retirement,35%,affluent_ria_like
HH009750,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2016-05-23,2,0,,,198024.28,5981.15,0.3624,0.0,False,0.0,0.0,0.0,0.0,0.0,306635.0,1057502.74,212217.85,88792.17,86195.74,1393311.66,aggressive,retirement|tax_optimization|wealth_growth,37%,affluent_ria_like
HH009751,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,IL,2002-08-21,2,0,,,163208.0,10146.88,0.7461,0.0,True,101000.26,1180.33,1180.33,0.0,0.0868,398834.78,902941.94,352741.65,50206.3,84748.19,1231575.18,moderate,estate_planning,32%,affluent_ria_like
HH009752,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2019-01-06,2,0,,,229244.28,4486.86,0.2349,0.0,False,0.0,0.0,0.0,0.0,0.0,824356.69,1071329.34,301239.14,126117.3,49569.58,1904973.47,moderate,education|retirement|wealth_growth,32%,affluent_ria_like
HH009753,self_employed_business_owner,US,US_RIA,married_or_civil_partner,CA,2003-09-14,2,0,,,221890.63,7413.32,0.4009,0.0,False,0.0,0.0,0.0,0.0,0.0,456442.93,701433.64,145408.14,60032.25,43902.56,1163632.98,growth,capital_preservation|wealth_growth,32%,affluent_ria_like
HH009754,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2015-07-11,2,2,2026-02-03,2012-01-27,198683.01,15356.55,0.9275,0.0,True,141495.2,5213.71,5213.71,0.0,0.3149,301145.01,751660.48,154870.24,57063.06,86587.27,970517.55,conservative,education|retirement,37%,affluent_ria_like
HH009755,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2018-01-14,2,0,,,177278.82,7543.1,0.5106,0.0,True,45309.61,615.29,615.29,0.0,0.0416,209010.62,868770.93,164956.25,117946.4,19614.36,1067680.44,aggressive,capital_preservation|estate_planning,32%,affluent_ria_like
HH009756,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2008-11-17,2,2,2012-11-18,2004-12-23,168466.99,13336.97,0.95,0.0,True,228972.89,7762.95,7061.35,701.6,0.503,316943.15,846605.95,196110.86,68409.07,5631.18,991932.64,growth,education|income,35%,affluent_ria_like
HH009757,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,NY,2018-12-17,2,0,,,184519.3,10875.24,0.7073,0.0,True,150446.55,3550.21,3550.21,0.0,0.2309,214542.52,396888.96,119066.69,39505.98,0.0,472105.42,growth,capital_preservation|income|tax_optimization,32%,affluent_ria_like
HH009758,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,FL,2018-05-05,2,3,2025-04-20,2015-04-11,163208.0,9015.43,0.6629,0.0,False,0.0,0.0,0.0,0.0,0.0,611634.7,819094.68,206503.17,103414.08,43259.14,1486010.9,conservative,tax_optimization,35%,affluent_ria_like
HH009759,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2016-09-29,2,3,2008-11-28,2004-02-14,424078.73,33572.9,0.95,0.0,True,629144.37,8797.06,8797.06,0.0,0.2489,1467366.99,2012203.6,489309.28,244361.93,209037.9,2885956.76,conservative,capital_preservation|education|retirement,32%,affluent_ria_like
HH009760,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NC,2009-08-29,2,5,2025-08-15,2018-01-26,175919.01,13926.92,0.95,0.0,True,123057.65,7320.5,7320.5,0.0,0.4994,165118.08,635851.43,170620.56,37557.43,100411.27,717448.14,growth,capital_preservation|estate_planning|retirement,32%,affluent_ria_like
HH009761,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2012-11-13,2,0,,,185853.95,6942.55,0.4483,0.0,False,0.0,0.0,0.0,0.0,0.0,363892.18,985521.18,223470.52,119853.19,82936.73,1428197.71,conservative,education|retirement,32%,affluent_ria_like
HH009762,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,CA,2015-10-03,2,0,,,163208.0,10199.1,0.7499,0.0,True,64642.62,3811.6,2918.09,893.52,0.2146,75595.79,313429.89,80674.67,41381.75,0.0,330204.04,conservative,education|estate_planning,35%,affluent_ria_like
HH009763,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2001-08-17,2,0,,,163208.0,5156.98,0.3792,0.0,True,11831.2,264.03,264.03,0.0,0.0194,522033.49,837857.16,181854.67,97610.7,52355.8,1354312.31,aggressive,capital_preservation|estate_planning|wealth_growth,37%,affluent_ria_like
HH009764,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2009-12-23,2,0,,,210924.94,7166.49,0.4077,0.0,False,0.0,0.0,0.0,0.0,0.0,554766.13,1028516.67,278285.44,101391.03,37108.98,1624130.89,growth,income,37%,affluent_ria_like
HH009765,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2020-11-19,2,3,2014-04-14,2002-04-30,417200.25,33028.35,0.95,0.0,True,255473.58,8357.39,8357.39,0.0,0.2404,343415.37,1513493.71,335399.96,207685.24,172691.67,1630380.39,moderate,estate_planning|income,35%,affluent_ria_like
HH009766,financially_stressed_with_debt,US,US_RIA,single,Other,2013-09-25,1,0,,,286948.9,22716.79,0.95,0.0,True,177894.13,16160.03,15009.23,1150.81,0.6277,173635.61,347097.5,58761.14,19664.3,42889.06,343913.87,aggressive,wealth_growth,32%,affluent_ria_like
HH009767,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2006-08-06,2,5,2019-12-10,2009-02-24,183557.34,11446.48,0.7483,34207.45,True,342631.75,2625.33,2625.33,0.0,0.1716,624540.96,980703.78,145190.6,66019.14,32125.51,1307101.35,moderate,estate_planning,32%,affluent_ria_like
HH009768,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,PA,2025-05-27,2,1,2017-08-19,2017-08-19,163208.0,6823.81,0.5017,0.0,True,3721.96,338.33,0.0,338.33,0.0,623818.62,623911.94,154212.73,97508.5,93682.6,1259304.42,conservative,estate_planning|tax_optimization,37%,affluent_ria_like
HH009769,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NY,2010-11-11,2,0,,,189297.14,9519.81,0.6035,0.0,True,132666.51,2250.0,2250.0,0.0,0.1426,261516.33,845066.82,150535.73,88277.1,220.5,980365.92,conservative,estate_planning,35%,affluent_ria_like
HH009770,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2001-07-06,2,1,2015-05-20,2015-05-20,163208.0,7231.96,0.5317,0.0,True,2057.45,291.53,0.0,291.53,0.0,553899.52,736808.42,185041.7,83176.53,6171.23,1289369.71,moderate,education|retirement,35%,affluent_ria_like
HH009771,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2024-03-14,2,3,2023-02-04,2006-04-14,163208.0,6200.68,0.4559,0.0,True,80911.64,2047.15,2047.15,0.0,0.1505,339687.96,535218.99,90854.73,54550.33,72929.75,830963.19,moderate,education,32%,affluent_ria_like
HH009772,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,MA,2007-11-17,2,2,2024-07-01,2009-08-06,163208.0,6381.01,0.4692,0.0,False,0.0,0.0,0.0,0.0,0.0,540490.41,599874.49,111116.0,57440.59,48097.44,1147141.74,aggressive,income|tax_optimization|wealth_growth,37%,affluent_ria_like
HH009773,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2007-11-21,2,2,2026-01-26,2022-10-04,163208.0,12920.63,0.95,0.0,True,212377.37,6610.03,6403.57,206.46,0.4708,281128.85,656497.14,110182.84,98828.25,39350.23,739320.6,conservative,capital_preservation|education|wealth_growth,37%,affluent_ria_like
HH009774,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2016-12-03,2,2,2012-09-03,2004-01-05,163208.0,9442.85,0.6943,64231.92,True,159728.45,4480.82,4480.82,0.0,0.3295,860704.89,837912.19,130790.22,69233.79,79190.27,1569082.74,moderate,education|estate_planning,24%,affluent_ria_like
HH009775,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,FL,2018-12-15,2,2,2021-06-18,2008-08-17,163208.0,12920.63,0.95,0.0,True,126080.7,8509.79,6597.35,1912.44,0.4851,72889.26,219395.29,68404.19,15552.76,18853.71,172628.3,moderate,education,37%,affluent_ria_like
HH009776,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2011-03-24,2,0,,,204555.68,15542.4,0.9118,0.0,True,298244.34,4340.42,4340.42,0.0,0.2546,909965.96,841465.32,278388.6,92690.67,128744.53,1493838.04,moderate,estate_planning,24%,affluent_ria_like
HH009777,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,CA,2003-08-25,2,1,2019-05-22,2019-05-22,163208.0,12619.53,0.9279,0.0,True,185977.68,4005.42,4005.42,0.0,0.2945,645722.1,623402.95,181820.52,97981.2,98069.2,1122690.04,conservative,capital_preservation|wealth_growth,35%,affluent_ria_like
HH009778,divorced,US,US_RIA,divorced,Other,2003-04-18,1,0,,,167052.86,5822.87,0.4183,17728.73,False,0.0,0.0,0.0,0.0,0.0,262550.63,619768.92,197624.12,58996.18,61737.08,924473.91,conservative,capital_preservation|retirement,32%,affluent_ria_like
HH009779,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,NC,2025-07-16,2,1,2003-04-20,2003-04-20,202644.27,8142.88,0.4822,56422.26,False,0.0,0.0,0.0,0.0,0.0,183522.64,807103.62,206539.28,79038.67,74810.79,1021359.15,growth,wealth_growth,32%,affluent_ria_like
HH009780,financially_stressed_with_debt,US,US_RIA,married_or_civil_partner,PA,2020-06-12,2,0,,,240990.69,19078.43,0.95,0.0,True,211556.11,9947.63,9000.94,946.69,0.4482,259878.32,445012.9,141209.74,69881.16,43754.79,505283.98,growth,capital_preservation|tax_optimization|wealth_growth,32%,affluent_ria_like
HH009781,financially_stressed_with_debt,US,US_RIA,single,PA,2007-01-12,1,3,2025-04-01,2007-11-02,163208.0,12920.63,0.95,0.0,True,48886.79,6722.22,5797.75,924.47,0.4263,41090.95,307868.21,61750.49,38720.87,27551.4,300447.41,growth,income,35%,affluent_ria_like
HH009782,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2016-02-14,2,0,,,172761.46,8076.18,0.561,0.0,False,0.0,0.0,0.0,0.0,0.0,279560.57,536029.64,156811.3,80610.83,38779.46,855242.12,aggressive,capital_preservation|wealth_growth,35%,affluent_ria_like
HH009783,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2008-04-30,2,0,,,163208.0,7772.92,0.5715,0.0,True,20567.7,820.51,820.51,0.0,0.0603,279237.62,629935.45,97157.99,95253.23,33002.31,921429.61,growth,income|retirement|wealth_growth,35%,affluent_ria_like
HH009784,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2002-12-11,2,0,,,163208.0,8038.4,0.591,0.0,True,135723.73,3021.8,3021.8,0.0,0.2222,271055.24,622493.7,100244.03,75178.55,92152.61,799632.66,aggressive,retirement|wealth_growth,24%,affluent_ria_like
