liability_id,household_id,type,monthly_cost,outstanding,interest_rate,final_payment_date
HH003793_L1,HH003793,mortgage,679.48,98207.19,5.62,2041-10-30
HH003794_L1,HH003794,mortgage,2862.43,143597.21,2.74,2030-12-19
HH003794_L2,HH003794,loan,621.78,4136.9,18.32,2028-12-15
HH003795_L1,HH003795,mortgage,4024.33,137973.79,4.1,2029-11-03
HH003795_L2,HH003795,loan,384.09,6584.88,26.74,2029-02-25
HH003796_L2,HH003796,loan,144.35,1502.5,8.78,2032-01-21
HH003799_L1,HH003799,mortgage,3910.3,90508.83,5.66,2035-03-03
HH003800_L1,HH003800,mortgage,5802.64,256556.06,3.8,2031-02-15
HH003801_L1,HH003801,mortgage,4987.45,226970.49,6.49,2031-01-06
HH003802_L1,HH003802,mortgage,870.27,121057.49,6.48,2039-03-26
HH003802_L2,HH003802,loan,53.74,838.31,24.59,2031-05-02
HH003803_L1,HH003803,mortgage,3311.83,15371.51,7.13,2042-02-10
HH003803_L2,HH003803,credit_card,1368.52,25817.56,21.65,
HH003805_L1,HH003805,mortgage,1768.65,82476.23,4.53,2030-12-20
HH003807_L1,HH003807,mortgage,2771.94,93795.33,6.13,2029-10-01
HH003807_L2,HH003807,loan,235.55,4052.42,8.13,2028-04-07
HH003808_L1,HH003808,mortgage,6082.39,35943.69,3.87,2047-10-05
HH003808_L2,HH003808,credit_card,663.67,17431.64,27.74,
HH003809_L1,HH003809,mortgage,2946.31,173148.64,3.33,2032-07-31
HH003811_L1,HH003811,mortgage,3728.69,110178.37,5.21,2029-06-17
HH003812_L1,HH003812,mortgage,2762.15,200272.81,5.24,2032-10-13
HH003812_L2,HH003812,loan,626.04,3517.15,17.95,2028-06-17
HH003813_L1,HH003813,mortgage,10526.75,186507.5,4.34,2040-02-24
HH003813_L2,HH003813,loan,329.92,3633.77,21.9,2030-01-22
HH003816_L1,HH003816,mortgage,1224.35,46966.84,4.72,2030-05-15
HH003816_L2,HH003816,loan,120.28,626.05,16.72,2031-04-21
HH003818_L1,HH003818,mortgage,8377.14,192586.58,5.0,2043-05-17
HH003820_L1,HH003820,mortgage,2899.84,112227.35,4.3,2029-10-28
HH003820_L2,HH003820,loan,186.25,1122.54,12.44,2033-03-18
HH003821_L1,HH003821,mortgage,2431.94,123428.48,3.27,2030-11-14
HH003825_L1,HH003825,mortgage,2010.22,169953.8,5.85,2034-01-09
HH003826_L1,HH003826,mortgage,4151.26,149691.55,5.12,2029-11-08
HH003827_L2,HH003827,loan,68.41,1149.47,10.53,2029-11-24
HH003831_L1,HH003831,mortgage,4311.03,179000.78,5.94,2030-01-12
HH003832_L2,HH003832,loan,343.65,1676.64,8.91,2032-02-19
HH003833_L2,HH003833,loan,1631.04,13141.82,22.79,2030-07-25
HH003834_L1,HH003834,mortgage,5167.66,132048.81,5.5,2042-01-22
HH003834_L2,HH003834,credit_card,1449.54,52904.81,27.24,
HH003836_L1,HH003836,mortgage,940.44,62914.51,4.07,2032-10-26
HH003836_L2,HH003836,loan,315.66,3898.43,12.1,2028-03-30
HH003838_L1,HH003838,mortgage,1812.82,93338.4,3.98,2031-08-29
HH003839_L2,HH003839,loan,195.35,2520.38,11.55,2028-10-26
HH003840_L1,HH003840,mortgage,4686.86,57217.36,5.13,2048-12-23
HH003840_L2,HH003840,credit_card,658.19,14628.61,24.7,
HH003842_L1,HH003842,mortgage,2415.13,194039.37,7.01,2033-07-22
HH003843_L2,HH003843,loan,421.08,3192.57,25.7,2027-09-26
HH003845_L2,HH003845,loan,441.08,7013.34,23.35,2029-05-03
HH003846_L1,HH003846,mortgage,1610.43,48713.67,6.56,2029-07-12
HH003846_L2,HH003846,loan,48.21,788.64,8.33,2029-06-08
HH003848_L1,HH003848,mortgage,2183.87,227050.48,3.42,2036-03-18
HH003850_L1,HH003850,mortgage,3713.22,109792.29,5.0,2029-07-30
HH003851_L1,HH003851,mortgage,3659.23,80128.08,4.64,2039-12-14
HH003851_L2,HH003851,credit_card,440.26,8462.78,19.64,
HH003852_L1,HH003852,mortgage,3236.26,119616.01,4.88,2029-08-15
HH003853_L1,HH003853,mortgage,1565.85,139808.18,3.75,2035-03-25
HH003854_L1,HH003854,mortgage,3920.34,205859.75,5.58,2031-02-21
HH003855_L1,HH003855,mortgage,287.66,13442.51,5.56,2031-03-10
HH003856_L1,HH003856,mortgage,874.87,114624.8,5.43,2038-07-06
HH003856_L2,HH003856,loan,258.22,1901.04,19.68,2031-11-09
HH003858_L1,HH003858,mortgage,4503.57,21238.41,4.21,2044-10-05
HH003858_L2,HH003858,credit_card,718.22,13357.28,27.01,
HH003860_L1,HH003860,mortgage,5565.98,270347.93,7.86,2031-07-30
HH003861_L1,HH003861,mortgage,4456.77,152885.95,4.06,2031-09-16
HH003862_L1,HH003862,mortgage,1047.47,99046.96,4.94,2036-09-08
HH003863_L1,HH003863,mortgage,306.12,10840.1,4.5,2029-07-28
HH003866_L2,HH003866,loan,521.05,5905.96,18.0,2030-08-29
HH003867_L1,HH003867,mortgage,1123.07,70811.26,3.14,2033-02-11
HH003868_L1,HH003868,mortgage,2045.18,66260.98,4.82,2029-07-02
HH003869_L1,HH003869,mortgage,1778.17,145699.35,4.26,2034-08-19
HH003870_L1,HH003870,mortgage,1126.14,98226.07,4.64,2034-08-25
HH003874_L1,HH003874,mortgage,2587.75,227452.49,5.01,2034-08-10
HH003875_L1,HH003875,mortgage,1853.37,56253.7,5.19,2029-08-28
HH003876_L1,HH003876,mortgage,4600.18,722685.57,5.0,2040-12-16
HH003879_L1,HH003879,mortgage,1248.3,59160.47,5.31,2030-10-03
HH003879_L2,HH003879,loan,569.61,8223.46,28.53,2032-09-15
HH003881_L1,HH003881,mortgage,2863.94,74880.16,4.76,2039-12-16
HH003881_L2,HH003881,credit_card,722.36,20101.27,8.1,
HH003883_L1,HH003883,mortgage,1981.2,71811.35,4.49,2030-01-21
HH003884_L1,HH003884,mortgage,1106.5,74917.36,4.72,2032-12-05
HH003884_L2,HH003884,loan,345.39,2739.53,9.2,2031-10-05
HH003886_L2,HH003886,loan,1145.94,13910.6,15.72,2032-11-29
HH003888_L1,HH003888,mortgage,403.53,31272.08,5.42,2033-11-12
HH003890_L2,HH003890,loan,408.39,6224.81,22.5,2032-04-06
HH003891_L1,HH003891,mortgage,2563.3,88882.63,6.38,2029-06-27
HH003892_L1,HH003892,mortgage,2557.9,82972.47,4.18,2029-09-19
HH003893_L1,HH003893,mortgage,4873.47,188381.36,3.05,2054-03-17
HH003894_L1,HH003894,mortgage,1819.52,56519.2,4.63,2029-06-14
HH003896_L1,HH003896,mortgage,3854.26,281932.17,3.51,2033-09-25
HH003897_L1,HH003897,mortgage,1267.64,246038.0,3.23,2044-07-22
HH003898_L1,HH003898,mortgage,1252.97,80415.9,6.95,2032-11-04
HH003899_L1,HH003899,mortgage,2185.16,170936.35,6.16,2034-12-27
HH003901_L1,HH003901,mortgage,8096.64,115783.63,3.6,2040-09-17
HH003901_L2,HH003901,credit_card,964.79,36283.5,14.79,
HH003903_L1,HH003903,mortgage,1475.28,153842.71,5.84,2037-08-11
HH003903_L2,HH003903,loan,314.42,2590.64,11.93,2031-12-15
HH003905_L2,HH003905,loan,157.82,1395.6,13.51,2029-02-23
HH003906_L1,HH003906,mortgage,397.34,21046.28,6.03,2031-11-23
HH003909_L2,HH003909,loan,178.85,1000.47,8.03,2031-02-24
HH003911_L1,HH003911,mortgage,2003.77,228189.88,5.49,2036-09-27
HH003912_L1,HH003912,mortgage,462.86,29712.42,5.99,2032-09-13
HH003914_L1,HH003914,mortgage,5386.9,109380.11,3.16,2044-06-24
HH003914_L2,HH003914,credit_card,527.48,16521.47,12.97,
HH003915_L1,HH003915,mortgage,730.03,62226.42,4.34,2034-04-27
HH003915_L2,HH003915,loan,757.52,3865.2,19.37,2031-03-31
HH003917_L1,HH003917,mortgage,2361.94,158984.79,4.84,2032-12-12
HH003918_L2,HH003918,loan,508.66,5968.33,22.12,2028-12-17
HH003921_L2,HH003921,loan,231.97,2899.62,20.99,2033-03-07
HH003922_L1,HH003922,mortgage,18852.37,160460.97,4.27,2043-12-15
HH003922_L2,HH003922,credit_card,728.06,24683.11,24.51,
HH003923_L2,HH003923,loan,159.59,2851.64,13.48,2028-11-18
HH003925_L1,HH003925,mortgage,1457.21,33600.21,4.76,2028-08-24
HH003927_L1,HH003927,mortgage,10006.51,278290.68,6.18,2034-05-30
HH003928_L2,HH003928,loan,67.3,1109.92,17.75,2028-02-09
HH003929_L1,HH003929,mortgage,5233.75,121615.88,6.62,2049-10-04
HH003929_L2,HH003929,credit_card,1804.44,62476.86,12.47,
HH003931_L1,HH003931,mortgage,4992.14,218179.36,6.04,2030-02-22
HH003932_L1,HH003932,mortgage,1005.36,120730.06,4.51,2038-08-23
HH003933_L1,HH003933,mortgage,7377.66,140683.51,6.68,2033-04-12
HH003933_L2,HH003933,credit_card,982.56,17862.57,10.64,
HH003935_L1,HH003935,mortgage,4358.15,370703.84,5.2,2035-06-11
HH003936_L1,HH003936,mortgage,2990.01,145230.92,4.13,2031-04-07
HH003936_L2,HH003936,loan,116.96,2045.44,26.86,2030-07-22
HH003937_L1,HH003937,mortgage,5005.46,109688.98,4.03,2039-06-29
HH003937_L2,HH003937,credit_card,1431.47,40496.18,27.18,
HH003938_L2,HH003938,loan,149.76,1640.31,12.34,2030-01-22
HH003939_L1,HH003939,mortgage,5836.68,109000.61,5.45,2052-03-12
HH003939_L2,HH003939,loan,117.28,706.05,21.03,2028-05-27
HH003941_L2,HH003941,loan,838.3,7713.09,9.2,2030-10-30
HH003942_L1,HH003942,mortgage,1065.96,56134.29,4.4,2031-08-19
HH003942_L2,HH003942,loan,120.4,1132.14,20.73,2027-07-28
HH003944_L1,HH003944,mortgage,2049.13,83774.97,4.92,2030-08-18
HH003948_L1,HH003948,mortgage,5251.19,157599.8,4.53,2031-12-23
HH003951_L1,HH003951,mortgage,796.48,73811.02,4.76,2034-12-22
HH003953_L1,HH003953,mortgage,3372.41,109507.9,5.74,2029-09-18
HH003954_L1,HH003954,mortgage,2945.02,344685.38,6.3,2036-07-28
HH003957_L1,HH003957,mortgage,2381.55,107912.04,4.62,2031-02-09
HH003958_L1,HH003958,mortgage,2473.89,136329.6,2.58,2032-03-03
HH003958_L2,HH003958,loan,256.31,1413.63,25.98,2030-03-05
HH003959_L1,HH003959,mortgage,4067.65,112409.65,7.43,2030-05-02
HH003959_L2,HH003959,loan,88.81,728.31,25.53,2028-09-09
HH003960_L1,HH003960,mortgage,2531.24,160630.43,4.36,2032-01-09
HH003962_L1,HH003962,mortgage,4373.28,192275.74,6.53,2041-11-15
HH003963_L2,HH003963,loan,172.24,2977.14,15.92,2032-07-13
HH003964_L1,HH003964,mortgage,3927.77,299199.63,5.9,2033-10-09
HH003965_L1,HH003965,mortgage,1451.95,185119.1,4.25,2039-01-15
HH003967_L1,HH003967,mortgage,4350.72,119137.87,5.32,2048-07-21
HH003967_L2,HH003967,credit_card,303.13,5322.98,26.38,
HH003969_L1,HH003969,mortgage,2674.5,187010.35,4.85,2033-10-25
HH003969_L2,HH003969,loan,200.24,1281.22,22.11,2030-09-04
HH003970_L1,HH003970,mortgage,5580.56,85887.45,4.88,2042-09-09
HH003970_L2,HH003970,credit_card,1191.82,40724.28,28.49,
HH003971_L1,HH003971,mortgage,2946.14,408295.31,4.33,2038-11-19
HH003971_L2,HH003971,loan,176.71,2732.57,19.46,2027-12-17
HH003972_L1,HH003972,mortgage,2683.21,188546.69,6.11,2033-06-24
HH003972_L2,HH003972,loan,231.7,2551.43,25.3,2030-02-05
HH003973_L2,HH003973,loan,906.84,13282.54,18.8,2028-05-30
HH003974_L1,HH003974,mortgage,2393.18,17083.48,4.73,2043-10-14
HH003974_L2,HH003974,credit_card,980.06,13013.47,20.05,
HH003975_L2,HH003975,loan,359.64,4378.73,13.36,2033-02-12
HH003976_L1,HH003976,mortgage,451.4,24220.76,4.99,2031-06-25
HH003977_L1,HH003977,mortgage,6860.18,280677.48,4.57,2029-12-31
HH003977_L2,HH003977,loan,215.04,1412.51,24.42,2027-11-13
HH003978_L2,HH003978,loan,227.27,3769.11,13.03,2032-03-06
HH003981_L1,HH003981,mortgage,3301.65,167012.36,5.03,2031-03-29
HH003982_L2,HH003982,loan,164.26,1934.48,17.78,2033-02-12
HH003983_L1,HH003983,mortgage,10154.39,159418.84,4.9,2049-08-07
HH003983_L2,HH003983,credit_card,347.35,11999.48,14.6,
HH003985_L1,HH003985,mortgage,6176.32,129219.52,4.59,2054-12-30
HH003988_L1,HH003988,mortgage,1402.7,61542.93,5.4,2030-11-03
HH003988_L2,HH003988,loan,126.25,515.89,9.7,2028-04-29
HH003989_L1,HH003989,mortgage,3249.82,21063.0,4.1,2033-09-25
HH003989_L2,HH003989,credit_card,551.38,8711.59,19.82,
HH003990_L1,HH003990,mortgage,2977.66,149548.19,5.5,2031-08-08
HH003991_L1,HH003991,mortgage,3608.85,24797.83,4.83,2055-06-19
HH003991_L2,HH003991,credit_card,1097.12,31300.61,28.3,
HH003993_L1,HH003993,mortgage,1450.45,259852.51,7.04,2042-04-21
HH003996_L1,HH003996,mortgage,2017.66,54563.69,6.97,2032-12-11
HH003996_L2,HH003996,credit_card,511.58,18089.16,16.17,
HH003997_L1,HH003997,mortgage,6600.94,37487.77,5.22,2055-09-05
HH003997_L2,HH003997,credit_card,374.43,6450.33,16.82,
HH003998_L2,HH003998,loan,1128.84,12258.48,20.4,2028-12-28
HH004000_L1,HH004000,mortgage,2681.88,375990.36,7.72,2039-06-11
HH004002_L1,HH004002,mortgage,6075.92,92505.48,5.03,2050-11-18
HH004002_L2,HH004002,credit_card,590.58,11210.97,17.46,
HH004003_L2,HH004003,loan,747.33,10267.28,20.51,2031-08-15
HH004004_L1,HH004004,mortgage,8577.29,224183.65,5.03,2043-06-18
HH004006_L1,HH004006,mortgage,1372.8,116595.81,5.81,2034-10-29
HH004006_L2,HH004006,loan,206.81,3164.25,11.34,2029-02-08
HH004007_L1,HH004007,mortgage,1876.71,103885.54,4.58,2031-07-16
HH004007_L2,HH004007,loan,363.47,6326.51,23.35,2030-09-30
HH004008_L1,HH004008,mortgage,1985.0,61245.24,3.6,2029-09-16
HH004009_L1,HH004009,mortgage,3526.67,114868.66,5.74,2029-09-15
HH004009_L2,HH004009,loan,1159.36,16728.54,15.06,2032-03-22
HH004012_L2,HH004012,loan,398.81,6242.8,13.33,2030-03-29
HH004013_L1,HH004013,mortgage,4327.84,398990.35,5.54,2035-05-20
HH004013_L2,HH004013,loan,537.62,3965.56,11.88,2027-12-01
HH004014_L2,HH004014,loan,196.36,1377.76,13.42,2029-03-07
HH004015_L2,HH004015,loan,63.08,1004.24,21.97,2027-08-06
HH004016_L1,HH004016,mortgage,2284.77,122730.6,2.6,2031-08-10
HH004017_L2,HH004017,loan,525.8,4292.38,24.87,2028-05-07
HH004019_L1,HH004019,mortgage,5721.06,363097.71,6.01,2032-06-24
HH004020_L1,HH004020,mortgage,4948.54,55282.42,6.54,2033-12-04
HH004020_L2,HH004020,credit_card,825.83,32224.28,11.45,
HH004021_L1,HH004021,mortgage,3879.68,170614.31,5.21,2030-06-19
HH004022_L1,HH004022,mortgage,10063.53,439527.65,5.79,2031-01-02
HH004023_L1,HH004023,mortgage,314.9,4066.15,5.93,2027-09-02
HH004024_L1,HH004024,mortgage,4564.36,136592.57,3.59,2029-07-04
HH004025_L1,HH004025,mortgage,4122.71,68462.01,7.07,2044-12-14
HH004025_L2,HH004025,loan,415.48,5325.69,25.08,2033-03-27
HH004026_L1,HH004026,mortgage,2698.99,35721.08,4.27,2045-10-27
HH004026_L2,HH004026,credit_card,427.5,15784.94,18.1,
HH004027_L1,HH004027,mortgage,3456.46,276388.78,4.15,2034-12-22
HH004028_L1,HH004028,mortgage,2217.02,249849.72,3.75,2037-11-09
HH004029_L1,HH004029,mortgage,9157.51,455339.27,3.95,2031-05-27
HH004030_L1,HH004030,mortgage,4014.19,332552.9,3.4,2035-04-12
HH004030_L2,HH004030,loan,143.08,1728.25,18.6,2029-12-25
HH004031_L1,HH004031,mortgage,2088.42,109906.85,5.93,2031-04-18
HH004033_L2,HH004033,loan,164.28,1278.8,27.68,2030-05-27
HH004035_L1,HH004035,mortgage,2430.5,108622.82,4.38,2031-03-18
HH004037_L1,HH004037,mortgage,7734.77,282109.64,4.35,2029-07-13
HH004039_L1,HH004039,mortgage,1207.51,108478.03,3.38,2034-04-09
HH004041_L1,HH004041,mortgage,12034.45,489001.96,4.64,2030-03-13
HH004041_L2,HH004041,loan,540.91,4230.86,26.15,2032-07-29
HH004044_L2,HH004044,loan,147.32,1636.6,23.14,2032-02-10
HH004046_L2,HH004046,loan,400.73,2037.96,8.45,2032-11-24
HH004047_L2,HH004047,loan,489.77,6502.18,10.49,2032-09-24
HH004049_L1,HH004049,mortgage,2714.96,184553.5,5.88,2033-06-24
HH004050_L1,HH004050,mortgage,7384.27,119271.1,6.11,2047-01-19
HH004050_L2,HH004050,credit_card,840.08,29107.58,27.46,
HH004052_L1,HH004052,mortgage,1584.26,68856.66,5.64,2036-08-12
HH004054_L1,HH004054,mortgage,2067.66,98018.07,4.45,2030-10-17
HH004055_L1,HH004055,mortgage,7987.72,99226.53,4.68,2045-10-07
HH004055_L2,HH004055,credit_card,685.65,22129.1,14.31,
HH004056_L2,HH004056,loan,28.64,231.82,19.18,2029-10-10
HH004057_L1,HH004057,mortgage,1924.86,39903.66,6.07,2029-09-22
HH004058_L1,HH004058,mortgage,10377.97,65765.59,5.63,2045-04-03
HH004058_L2,HH004058,credit_card,1016.64,40507.12,13.19,
HH004059_L1,HH004059,mortgage,3710.36,232864.22,4.66,2033-03-30
HH004059_L2,HH004059,loan,80.08,1183.88,21.13,2031-02-04
HH004064_L1,HH004064,mortgage,6677.79,402715.12,4.31,2032-04-28
HH004067_L1,HH004067,mortgage,2535.32,86861.0,5.0,2029-10-25
HH004068_L1,HH004068,mortgage,2003.57,64850.34,4.32,2029-04-23
HH004069_L1,HH004069,mortgage,6846.47,223466.46,5.49,2029-09-18
HH004069_L2,HH004069,loan,362.19,6325.53,15.6,2030-05-03
HH004070_L1,HH004070,mortgage,6156.42,263753.55,5.77,2030-09-17
HH004072_L1,HH004072,mortgage,3666.93,231599.65,6.02,2033-04-24
HH004072_L2,HH004072,loan,82.27,1422.75,26.27,2031-01-27
HH004073_L1,HH004073,mortgage,3380.47,160445.08,4.18,2030-08-24
HH004073_L2,HH004073,loan,496.41,8678.3,20.92,2032-10-22
HH004074_L1,HH004074,mortgage,1377.71,29007.11,3.05,2055-06-13
HH004075_L2,HH004075,loan,601.4,8877.87,13.74,2027-09-30
HH004078_L1,HH004078,mortgage,1645.06,52639.87,3.09,2029-10-26
HH004079_L2,HH004079,loan,255.27,4397.19,20.25,2030-07-03
HH004080_L1,HH004080,mortgage,2057.14,198102.75,4.56,2036-09-19
HH004081_L1,HH004081,mortgage,1532.12,74083.61,4.85,2031-02-18
HH004082_L1,HH004082,mortgage,10091.24,429961.24,5.56,2030-02-20
HH004082_L2,HH004082,loan,173.63,1921.04,10.29,2032-04-04
HH004083_L2,HH004083,loan,209.01,3755.25,13.03,2027-05-10
HH004084_L1,HH004084,mortgage,729.22,38935.86,3.38,2031-11-21
HH004085_L1,HH004085,mortgage,3608.45,153207.8,5.43,2030-08-19
HH004085_L2,HH004085,loan,120.23,1165.69,28.87,2029-12-04
HH004086_L1,HH004086,mortgage,7385.0,64910.03,3.38,2044-12-07
HH004087_L1,HH004087,mortgage,2148.35,154112.01,3.36,2033-04-28
HH004088_L1,HH004088,mortgage,2536.68,335297.16,4.79,2040-11-06
HH004091_L1,HH004091,mortgage,5064.97,530631.25,6.02,2036-06-11
HH004093_L1,HH004093,mortgage,1393.14,190432.77,4.63,2039-12-29
HH004093_L2,HH004093,loan,268.6,2310.4,8.05,2028-02-15
HH004094_L2,HH004094,loan,147.51,2469.42,23.64,2028-04-02
HH004095_L1,HH004095,mortgage,581.67,115640.6,6.9,2045-04-24
HH004096_L1,HH004096,mortgage,2247.04,79100.78,5.85,2033-12-19
HH004097_L1,HH004097,mortgage,6441.38,47432.58,6.41,2037-01-27
HH004097_L2,HH004097,credit_card,1566.65,17502.61,10.84,
HH004098_L1,HH004098,mortgage,4473.3,81310.82,4.25,2040-02-28
HH004098_L2,HH004098,credit_card,560.65,6844.41,21.09,
HH004099_L2,HH004099,loan,134.18,1273.98,14.96,2029-10-31
HH004101_L1,HH004101,mortgage,2917.56,90465.01,3.63,2029-04-12
HH004102_L1,HH004102,mortgage,4241.16,130370.63,4.98,2029-07-28
HH004102_L2,HH004102,loan,254.84,1996.81,21.13,2028-04-18
HH004103_L1,HH004103,mortgage,6089.47,103303.31,3.96,2038-01-10
HH004105_L1,HH004105,mortgage,7151.02,41552.03,3.9,2033-05-31
HH004105_L2,HH004105,credit_card,324.57,5270.0,11.09,
HH004107_L2,HH004107,loan,465.85,4686.5,28.26,2032-01-11
HH004108_L2,HH004108,loan,275.78,4189.69,23.57,2029-08-22
HH004110_L2,HH004110,loan,135.0,1251.18,21.45,2030-09-26
HH004111_L2,HH004111,loan,207.3,3675.24,17.48,2028-07-20
HH004113_L1,HH004113,mortgage,3040.13,100202.63,5.94,2029-07-17
HH004114_L1,HH004114,mortgage,2599.7,175795.81,3.36,2032-09-19
HH004116_L1,HH004116,mortgage,4706.22,291406.6,6.63,2031-10-03
HH004117_L1,HH004117,mortgage,2121.72,433291.43,4.43,2045-09-23
HH004118_L1,HH004118,mortgage,5487.85,914928.63,5.8,2041-04-16
HH004118_L2,HH004118,loan,594.29,5453.96,21.6,2031-12-11
HH004119_L2,HH004119,loan,68.28,844.1,27.73,2031-02-28
HH004120_L1,HH004120,mortgage,1763.83,131459.31,5.59,2033-12-21
HH004121_L1,HH004121,mortgage,14378.03,414686.4,5.67,2046-08-17
HH004126_L1,HH004126,mortgage,871.02,147573.46,4.82,2043-12-01
HH004127_L1,HH004127,mortgage,3515.71,83468.4,3.59,2036-02-06
HH004129_L1,HH004129,mortgage,237.33,13713.61,3.91,2032-04-14
HH004129_L2,HH004129,loan,538.01,7318.83,25.42,2029-01-24
HH004130_L2,HH004130,loan,262.06,1130.8,24.33,2032-08-25
HH004131_L2,HH004131,loan,278.72,3372.03,25.95,2029-05-25
HH004134_L2,HH004134,loan,30.1,504.38,16.59,2028-07-18
HH004135_L1,HH004135,mortgage,3105.52,130830.6,4.66,2030-06-07
HH004139_L1,HH004139,mortgage,1300.11,58163.29,3.97,2030-09-28
HH004139_L2,HH004139,loan,240.63,3875.5,19.86,2028-06-07
HH004140_L1,HH004140,mortgage,2518.88,299126.32,4.67,2036-11-21
HH004141_L1,HH004141,mortgage,3558.37,161797.47,4.18,2030-12-27
HH004142_L1,HH004142,mortgage,5258.58,202694.83,5.61,2029-09-19
HH004142_L2,HH004142,loan,414.52,3742.37,15.23,2030-03-10
HH004143_L1,HH004143,mortgage,1716.5,194878.44,4.83,2038-10-03
HH004143_L2,HH004143,loan,222.34,3592.5,18.93,2031-04-02
HH004144_L1,HH004144,mortgage,5074.24,608925.33,5.87,2037-05-05
HH004144_L2,HH004144,loan,310.58,3490.66,13.11,2030-01-18
HH004147_L1,HH004147,mortgage,7658.61,213954.55,6.09,2049-03-22
HH004149_L1,HH004149,mortgage,2358.02,216156.85,6.61,2036-05-26
HH004150_L2,HH004150,loan,93.92,702.03,19.77,2032-03-14
HH004151_L1,HH004151,mortgage,3920.92,116276.46,4.53,2029-01-26
HH004151_L2,HH004151,loan,60.87,819.26,20.55,2028-05-04
HH004152_L1,HH004152,mortgage,4239.76,319190.75,3.77,2032-11-30
HH004153_L1,HH004153,mortgage,1769.91,15348.68,4.81,2039-08-09
HH004153_L2,HH004153,credit_card,776.3,20462.95,20.14,
HH004154_L1,HH004154,mortgage,3269.16,382525.68,4.71,2037-04-17
HH004156_L1,HH004156,mortgage,3890.04,135455.79,4.59,2029-11-16
HH004156_L2,HH004156,loan,130.85,577.17,8.88,2027-06-21
HH004157_L1,HH004157,mortgage,10049.13,402661.68,5.54,2030-04-23
HH004158_L1,HH004158,mortgage,4406.77,164352.06,4.09,2030-02-28
HH004159_L1,HH004159,mortgage,5071.2,367642.28,4.0,2033-08-30
HH004160_L1,HH004160,mortgage,1350.41,96821.27,6.23,2033-10-29
HH004160_L2,HH004160,loan,218.4,2921.65,18.14,2031-09-05
HH004163_L2,HH004163,loan,202.2,3615.19,21.62,2031-05-10
HH004165_L1,HH004165,mortgage,1610.41,179074.6,6.17,2036-12-16
HH004167_L1,HH004167,mortgage,3264.07,227616.46,5.45,2033-09-07
HH004168_L1,HH004168,mortgage,986.87,103088.86,5.94,2035-08-16
HH004169_L1,HH004169,mortgage,3903.46,138871.39,6.05,2030-01-03
HH004171_L1,HH004171,mortgage,2606.64,156505.4,4.87,2032-05-10
HH004171_L2,HH004171,loan,132.78,790.36,12.3,2032-03-13
HH004173_L1,HH004173,mortgage,5188.28,221447.63,4.74,2030-09-24
HH004174_L1,HH004174,mortgage,5400.36,28330.8,4.73,2045-05-11
HH004174_L2,HH004174,credit_card,982.05,32164.28,26.91,
HH004176_L1,HH004176,mortgage,885.64,221681.06,3.04,2049-09-02
HH004180_L1,HH004180,mortgage,1917.15,67637.38,3.9,2029-09-11
HH004180_L2,HH004180,loan,391.1,4983.89,20.58,2028-10-12
HH004183_L1,HH004183,mortgage,4050.06,407649.92,5.62,2036-01-07
HH004184_L1,HH004184,mortgage,2505.36,52772.9,7.16,2032-07-08
HH004185_L1,HH004185,mortgage,7809.81,103248.22,4.56,2043-09-13
HH004185_L2,HH004185,credit_card,978.91,19465.0,10.94,
HH004186_L1,HH004186,mortgage,1016.13,129865.19,6.11,2039-09-06
HH004187_L1,HH004187,mortgage,1024.28,29626.84,4.31,2029-05-04
HH004188_L1,HH004188,mortgage,3207.39,229912.75,6.12,2033-09-27
HH004190_L1,HH004190,mortgage,6288.12,157855.49,5.71,2042-01-17
HH004190_L2,HH004190,credit_card,1103.98,16037.22,18.38,
HH004191_L2,HH004191,loan,149.23,716.49,23.09,2027-10-16
HH004192_L1,HH004192,mortgage,759.83,107421.85,5.54,2041-05-22
HH004195_L1,HH004195,mortgage,4428.08,120378.06,4.58,2031-08-29
HH004196_L1,HH004196,mortgage,1660.6,329327.66,4.75,2043-09-18
HH004198_L1,HH004198,mortgage,1330.99,94653.09,2.5,2033-05-13
HH004200_L1,HH004200,mortgage,8834.92,173707.75,4.86,2049-09-27
HH004201_L1,HH004201,mortgage,4209.85,164955.32,6.02,2030-05-29
HH004202_L1,HH004202,mortgage,5976.58,80304.77,7.26,2037-02-22
HH004202_L2,HH004202,credit_card,616.11,9552.87,14.7,
HH004203_L1,HH004203,mortgage,4597.03,104985.25,3.92,2042-05-19
HH004204_L1,HH004204,mortgage,385.9,10288.3,4.54,2028-08-29
HH004205_L1,HH004205,mortgage,956.95,26387.2,5.91,2029-01-19
HH004207_L1,HH004207,mortgage,3291.74,72554.08,5.42,2048-10-18
HH004208_L1,HH004208,mortgage,3154.25,246785.18,3.25,2034-03-03
HH004209_L1,HH004209,mortgage,2025.26,175775.99,4.46,2034-04-17
HH004211_L1,HH004211,mortgage,3777.66,139215.0,5.34,2053-10-26
HH004212_L1,HH004212,mortgage,3201.64,143701.15,6.65,2030-08-17
HH004212_L2,HH004212,loan,1293.6,21576.63,27.27,2033-04-16
HH004213_L2,HH004213,loan,597.56,6794.56,15.09,2027-10-23
HH004214_L1,HH004214,mortgage,3207.21,143368.31,4.88,2031-01-22
HH004215_L1,HH004215,mortgage,4745.48,17396.44,2.7,2029-04-26
HH004215_L2,HH004215,credit_card,1056.53,38995.72,25.1,
